rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
1,1162345,2,,0.83185,6.69E-05,132.227,3.52E-02,9.26E-01,1.47E+00,2.392,2.10E+01,6.09E+00,2.64E+00,2.95E+00,0.5099,7.94E-01,2.76E+03,6.37E+02,,,6510,207,4.07,0.26,1.728,0.791,AFP
2,1292087,2,,1.09524,1.01E-05,132.133,2.69E-03,2.56E-01,1.33E+01,2.122,4.76E-01,3.45E+01,4.43E+00,1.06E+01,0.8916,6.36E-01,2.31E+03,6.61E+02,,,6328,207,4.15,0.29,1.502,0.852,UNK
3,1293031,2,,0.719273,1.39E-05,132.227,2.79E-03,7.00E-01,1.10E+00,1.521,3.18E-01,2.97E+01,5.25E+00,8.30E+00,1.455,4.30E-01,3.33E+03,7.03E+02,,,6363,214,3.8,0.35,2.489,1.036,UNK
4,1162345,3,,0.831833,9.43E-06,131.919,2.21E-03,9.54E-02,5.18E+01,2.181,1.21E+00,2.71E+01,3.55E+00,1.20E+01,0.9062,8.49E-01,2.76E+03,6.37E+02,,,6510,207,4.07,0.26,1.728,0.791,AFP
5,1164109,1,,622.408,8.55E-03,162.256,9.84E-03,3.19E-03,2.19E+03,12.01,1.84E+00,1.61E+02,5.91E+01,3.72E+00,2.114,2.60E+00,3.02E+02,7.50E+01,,,6609,200,4.11,0.28,1.654,0.816,UNK
6,757450,1,,8.88492,1.19E-06,134.452,1.01E-04,5.68E-02,9.50E-01,2.078,2.40E-02,1.63E+04,3.95E+01,4.73E+02,10.57,1.54E-01,7.70E+02,2.76E+01,,,5332,102,4.5,0.04,0.843,0.051,PC
7,892667,1,,2.26211,2.73E-05,132.171,6.53E-03,3.00E-01,1.06E+01,7.509,5.20E+00,2.94E+01,3.40E+00,9.24E+00,0.9107,5.84E-01,1.96E+03,4.86E+02,,,6609,236,4.11,0.28,1.654,0.811,NTP
8,892772,1,,5.0926,3.14E-05,133.451,4.82E-03,3.00E-01,1.61E+01,3.399,2.43E-01,2.47E+02,1.74E+01,1.53E+01,1.16,1.73E+00,8.44E+02,7.86E+01,,,5037,197,4.55,0.12,0.751,0.127,AFP
9,1026032,1,,8.46044,3.82E-07,133.774,3.82E-05,9.83E-01,3.64E-02,4.804,2.01E-03,7.65E+04,3.26E+01,2.37E+03,32.09,2.05E+00,8.01E+02,1.04E+02,,,5923,191,4.64,0.18,0.704,0.178,UNK
10,1026032,2,,4.23022,7.33E-07,133.998,1.39E-04,9.99E-01,3.85E-02,4.606,6.93E-03,2.88E+04,9.39E+01,1.31E+03,20.58,2.11E+00,1.01E+03,1.32E+02,,,5923,191,4.64,0.18,0.704,0.178,UNK
11,1026133,2,,2.69191,2.13E-05,132.267,4.65E-03,2.05E-01,1.66E+01,5.53,1.30E+00,4.04E+01,3.79E+00,1.20E+01,1.043,6.46E-01,1.92E+03,5.46E+02,,,7003,299,4.15,0.32,1.617,0.909,UNK
12,1026133,1,,1.34629,2.25E-05,132.842,1.18E-02,9.95E-01,7.23E-03,1.626,2.71E-01,3.19E+01,3.69E+00,1.15E+01,1.364,4.93E-01,2.42E+03,6.88E+02,,,7003,299,4.15,0.32,1.617,0.909,UNK
13,1028018,1,,0.614378,9.73E-06,131.652,1.01E-03,2.90E-01,6.55E+00,1.448,2.51E-01,1.29E+02,1.62E+01,1.09E+01,1.554,6.71E-01,2.60E+03,5.47E+02,,,5930,170,4.14,0.26,1.353,0.565,UNK
14,1026957,1,,21.7613,1.00E-05,144.779,3.85E-04,3.18E-01,1.36E+00,1.277,3.74E-02,1.22E+03,1.40E+01,1.01E+02,2.492,3.68E-01,4.87E+02,2.07E+01,,,4859,105,4.61,0.06,0.723,0.053,AFP
15,1160891,1,,0.940463,2.62E-05,132.4,5.99E-03,7.12E-01,1.30E+00,3.354,2.66E+00,1.94E+01,5.41E+00,4.06E+00,0.8113,3.29E-01,2.47E+03,5.22E+02,,,5918,172,3.99,0.34,1.718,0.718,AFP
16,1160891,2,,0.940463,8.05E-06,131.66,3.44E-02,8.95E-01,5.23E-02,3.332,7.31E-01,1.11E+02,1.08E+01,1.52E+01,2.13,9.88E-02,2.47E+03,5.22E+02,,,5918,172,3.99,0.34,1.718,0.718,AFP
17,1160891,3,,0.94052,7.88E-06,132.025,1.62E-03,1.00E-01,2.94E+01,3.188,1.75E+00,7.96E+01,6.81E+00,1.84E+01,1.528,9.61E-01,2.47E+03,5.22E+02,,,5918,172,3.99,0.34,1.718,0.718,AFP
18,1162150,2,,0.778568,9.10E-06,131.662,2.05E-03,9.01E-01,6.78E-01,1.399,8.44E-01,7.19E+01,8.90E+00,1.12E+01,4.258,2.20E+00,4.46E+03,9.46E+02,,,7090,308,3.49,0.34,4.311,1.789,AFP
19,1162150,1,,0.778574,7.10E-06,131.98,1.48E-03,7.00E-01,9.96E-01,1.361,1.47E-01,9.48E+01,9.17E+00,1.44E+01,4.513,1.05E+00,4.46E+03,9.46E+02,,,7090,308,3.49,0.34,4.311,1.789,AFP
20,1161345,1,,4.28758,1.12E-06,133.434,1.52E-04,7.06E-01,2.77E-01,1.113,4.04E-02,8.91E+02,7.82E+00,1.38E+02,2.616,2.71E-01,9.40E+02,6.08E+01,,,5295,104,4.58,0.11,0.812,0.1,PC
21,1162150,3,,1.28453,2.59E-05,132.236,1.07E-02,9.10E-01,1.38E-01,4.175,2.66E+00,6.28E+01,6.32E+00,1.03E+01,3.996,5.04E-01,3.78E+03,8.01E+02,,,7090,308,3.49,0.34,4.311,1.789,UNK
22,1293031,1,,1.07861,1.27E-05,132.563,3.91E-03,5.00E-01,2.62E+00,3.461,1.36E+00,2.64E+01,3.37E+00,9.23E+00,1.32,4.47E-01,2.91E+03,6.14E+02,,,6363,214,3.8,0.35,2.489,1.036,UNK
23,1162345,1,,0.831777,1.14E-05,131.698,2.56E-03,8.74E-01,3.89E-01,2.349,1.75E+00,2.43E+01,3.46E+00,8.81E+00,0.9762,2.50E-01,2.76E+03,6.37E+02,,,6510,207,4.07,0.26,1.728,0.791,AFP
24,1292087,1,,0.547626,2.34E-05,131.888,4.09E-03,4.16E-01,5.77E+00,1.408,5.43E-01,1.41E+01,4.05E+00,5.22E+00,0.5786,3.34E-01,2.91E+03,8.32E+02,,,6328,207,4.15,0.29,1.502,0.852,NTP
25,1573174,2,,0.748347,7.79E-06,131.886,2.49E-03,6.44E-01,3.60E+00,2.897,4.17E+00,2.75E+02,2.35E+01,1.62E+01,3.445,2.26E+00,3.25E+03,8.25E+02,,,7159,330,4.04,0.29,1.96,0.979,AFP
26,1574792,1,,1.39175,1.49E-05,131.572,4.11E-03,5.08E-01,2.20E+00,3.33,6.28E-01,2.20E+01,3.08E+00,8.12E+00,0.8991,2.46E-01,2.47E+03,5.89E+02,,,6793,251,4.05,0.27,1.848,0.871,NTP
27,1575690,1,,1.1262,1.57E-07,132.441,3.29E-05,5.08E-01,4.09E-02,1.632,1.22E-02,2.31E+04,5.62E+01,6.63E+02,10.37,1.06E-01,1.15E+03,6.87E+01,,,4298,162,4.6,0.05,0.675,0.063,AFP
28,1575873,1,,0.629008,7.19E-06,131.551,1.21E-03,1.04E-01,3.92E+01,1.421,4.80E-01,1.84E+01,1.88E+00,1.57E+01,0.7839,5.89E-01,3.16E+03,7.45E+02,,,6734,215,4.06,0.27,1.804,0.842,AFP
29,1865567,1,,0.674634,1.04E-05,131.702,3.59E-03,9.00E-01,3.86E-01,2.16,3.48E+00,4.77E+00,5.83E-01,1.01E+01,0.505,1.14E-01,4.42E+03,1.52E+03,,,9990,451,4.2,0.37,2.017,1.377,NTP
30,1865567,2,,1.34942,8.02E-06,132.595,2.33E-03,3.25E-01,2.56E+00,3.159,3.00E-01,1.07E+01,7.82E-01,1.70E+01,0.6806,9.12E-02,3.51E+03,1.21E+03,,,9990,451,4.2,0.37,2.017,1.377,AFP
31,1865567,3,,1.34947,7.25E-06,131.992,1.65E-03,7.00E-01,2.55E-01,2.005,6.79E-02,1.38E+01,9.83E-01,2.02E+01,0.8054,4.74E-02,3.51E+03,1.21E+03,,,9990,451,4.2,0.37,2.017,1.377,AFP
32,2019227,1,,2.98032,3.38E-05,132.415,6.65E-03,8.99E-01,1.82E-01,8.03,3.86E+00,2.31E+01,2.57E+00,8.97E+00,0.802,1.28E-01,1.63E+03,4.56E+02,,,6404,208,4.2,0.3,1.428,0.793,NTP
33,2019297,1,,3.79424,3.17E-05,132.645,5.12E-03,2.01E-01,1.63E+01,6.716,1.07E+00,4.69E+01,5.19E+00,1.05E+01,1.856,1.19E+00,2.05E+03,5.35E+02,,,6489,215,3.7,0.5,2.686,1.389,UNK
34,2019477,1,,27.2481,4.85E-04,131.912,1.54E-02,4.85E-03,1.97E+03,10.76,1.04E+00,8.23E+01,8.98E+00,9.34E+00,0.7486,1.60E+00,5.57E+02,2.10E+02,,,5529,179,4.46,0.46,0.834,0.627,PC
35,2167600,1,,1.69146,3.00E-05,132.463,1.34E-02,9.97E-01,1.87E-02,2.232,5.37E-01,6.08E+01,4.87E+00,1.33E+01,2.135,1.83E+00,2.04E+03,5.58E+02,,,6452,203,4.15,0.29,1.512,0.82,NTP
36,2167600,2,,3.38294,3.55E-05,131.639,6.20E-03,9.00E-01,4.03E-01,4.822,1.07E+00,3.33E+01,5.51E+00,6.25E+00,1.02,3.46E-01,1.62E+03,4.43E+02,,,6452,203,4.15,0.29,1.512,0.82,AFP
37,2167600,3,,3.38292,5.29E-05,133.417,1.09E-02,9.58E-01,2.48E-02,7.093,1.27E+00,4.26E+01,3.71E+00,1.18E+01,1.237,8.05E-02,1.62E+03,4.43E+02,,,6452,203,4.15,0.29,1.512,0.82,AFP
38,2167783,1,,0.862877,8.45E-06,132.072,1.86E-03,9.00E-01,3.77E-01,1.854,6.95E-01,2.21E+02,2.68E+01,1.10E+01,2.548,7.63E-01,2.75E+03,6.38E+02,,,6991,293,4.16,0.26,1.475,0.673,UNK
39,2306740,2,,10.3069,0.00E+00,133.432,0.00E+00,1.00E-01,0.00E+00,7.5,0.00E+00,3.54E+05,0.00E+00,-1.00E+00,37.84,0.00E+00,9.60E+02,0.00E+00,,,5912,162,4.22,0.21,1.217,0.413,AFP
40,2306740,3,,10.307,6.17E-06,138.748,4.62E-04,9.99E-01,2.68E-01,18.64,3.45E-01,7.15E+04,1.05E+03,1.32E+03,55.33,2.63E+01,9.60E+02,1.65E+02,,,5912,162,4.22,0.21,1.217,0.413,AFP
41,2307197,1,,449.504,2.02E-02,266.033,2.34E-02,5.01E-01,1.57E+01,9.138,6.74E+00,9.56E+02,1.69E+02,6.60E+00,2.618,6.76E+00,2.10E+02,3.97E+01,,,5523,166,4.57,0.26,0.832,0.311,UNK
42,2307199,1,,13.4472,1.02E-05,132.83,6.30E-04,1.00E-01,1.23E+01,2.33,1.84E-01,1.34E+03,1.50E+01,1.03E+02,3.835,9.20E-01,8.48E+02,1.84E+02,,,6276,204,4.41,0.28,1.041,0.447,AFP
43,2439211,2,,0.499972,2.04E-05,131.62,4.31E-03,7.00E-01,2.91E+00,1.385,1.24E+00,7.00E+01,1.67E+01,6.97E+00,2.214,1.43E+00,4.16E+03,7.93E+02,,,7338,320,3.9,0.22,2.462,0.915,AFP
44,2439243,1,,26.0204,1.65E-04,154.527,5.39E-03,3.37E-01,1.03E+01,4.737,1.21E+00,1.15E+03,5.27E+01,2.25E+01,3.059,2.68E+00,5.86E+02,1.04E+02,,,5806,199,4.53,0.26,0.899,0.313,PC
45,2439469,1,,21.1653,2.71E-04,137.638,1.07E-02,1.08E-01,3.72E+01,15.21,9.42E-01,1.83E+02,2.19E+01,8.80E+00,1.581,1.22E+00,7.70E+02,2.26E+02,,,6425,253,4.37,0.33,1.164,0.678,UNK
46,2439660,1,,0.668328,8.07E-02,131.84,2.73E+01,9.30E-01,3.47E+01,1.789,4.16E+02,1.23E-03,8.24E-01,1.84E-03,0.01124,3.83E+00,4.29E+03,7.83E+02,,,8230,354,3.9,0.22,2.685,0.927,UNK
47,2554853,1,,3.51468,4.53E-05,132.251,7.57E-03,8.84E-01,4.49E-01,4.885,9.29E-01,2.62E+01,5.67E+00,4.80E+00,0.9501,3.01E-01,1.78E+03,4.01E+02,,,6908,234,4.08,0.24,1.614,0.721,AFP
48,2554853,2,,3.51349,5.60E-05,133.85,1.01E-02,9.43E-01,5.50E-02,7.943,2.22E+00,3.22E+01,3.91E+00,8.38E+00,1.11,1.06E-01,1.78E+03,4.01E+02,,,6908,234,4.08,0.24,1.614,0.721,AFP
49,2554867,1,,2.4894,2.83E-05,133.193,4.69E-03,9.21E-01,4.71E-02,6.558,1.08E+00,8.09E+01,1.04E+01,7.78E+00,3.085,2.37E-01,3.11E+03,5.68E+02,,,8757,340,3.8,0.24,2.923,1.043,UNK
50,2554867,2,,0.723891,1.61E-05,132.122,2.67E-03,5.04E-01,2.76E+00,2.489,1.16E+00,5.49E+01,1.12E+01,6.41E+00,2.257,6.91E-01,4.69E+03,8.57E+02,,,8757,340,3.8,0.24,2.923,1.043,AFP
51,2578072,1,,0.968246,1.60E-05,132.411,7.15E-03,1.46E-02,2.16E+02,6.848,1.83E+01,2.81E+01,3.10E+00,9.77E+00,0.9394,7.69E-01,2.28E+03,7.36E+02,,,5340,181,3.93,0.49,1.816,1.165,AFP
52,2578077,1,,1.87905,1.57E-05,133.276,4.15E-03,5.01E-01,1.03E+00,5.695,8.13E-01,9.62E+00,1.04E+00,9.83E+00,1.472,1.99E-01,3.78E+03,7.65E+02,,,8020,327,3.5,0.32,4.589,1.819,AFP
53,2578077,2,,1.87845,1.46E-05,132.8,3.92E-03,9.09E-01,1.58E-01,4.979,2.60E+00,1.07E+01,1.05E+00,1.10E+01,1.761,2.48E-01,3.78E+03,7.65E+02,,,8020,327,3.5,0.32,4.589,1.819,AFP
54,2693092,2,,39.8415,1.27E-05,141.997,2.68E-04,1.00E+00,1.21E-02,7.328,1.27E-02,4.91E+03,3.07E+01,5.45E+02,31.64,2.18E+00,8.33E+02,1.84E+02,,,6070,179,3.8,0.37,2.47,1.083,AFP
55,2693097,1,,1.41352,1.51E-05,132.125,2.90E-03,4.96E-01,3.09E+00,4.822,2.38E+00,5.60E+01,9.64E+00,7.04E+00,1.294,4.60E-01,2.38E+03,8.87E+02,,,7032,282,4.18,0.42,1.671,1.241,NTP
56,2693097,2,,4.24047,1.70E-05,132.84,2.47E-03,7.03E-01,6.82E-01,7.312,3.42E-01,1.64E+02,1.42E+01,1.24E+01,2.293,3.87E-01,1.65E+03,6.15E+02,,,7032,282,4.18,0.42,1.671,1.241,NTP
57,2693097,3,,2.82707,1.74E-05,132.827,3.21E-03,7.23E-01,6.55E-01,8.768,2.49E+00,1.24E+02,1.37E+01,1.03E+01,2.004,3.61E-01,1.89E+03,7.04E+02,,,7032,282,4.18,0.42,1.671,1.241,NTP
58,2714932,1,,1.93658,1.87E-05,133.363,4.88E-03,6.93E-01,1.66E+00,6.319,4.39E+00,6.79E+01,7.16E+00,9.86E+00,0.8933,3.97E-01,1.55E+03,3.37E+02,,,6096,204,4.44,0.29,1.016,0.438,AFP
59,2714932,2,,1.93652,1.79E-05,132.486,4.70E-03,3.83E-02,1.49E+02,6.076,5.42E+00,6.98E+01,6.75E+00,1.18E+01,0.8469,9.90E-01,1.55E+03,3.37E+02,,,6096,204,4.44,0.29,1.016,0.438,AFP
60,2714947,1,,0.968245,9.86E-06,132.456,3.45E-03,4.68E-03,8.46E+02,5.362,1.09E+01,3.01E+01,3.07E+00,1.16E+01,0.5441,4.29E-01,1.94E+03,3.93E+02,,,6170,179,4.47,0.29,0.992,0.398,AFP
61,2714954,1,,0.968155,2.90E-05,132.518,1.42E-02,9.91E-01,1.23E-02,1.23,4.43E-01,1.81E+01,4.49E+00,5.54E+00,0.6397,1.17E-01,1.90E+03,3.51E+02,,,5808,170,4.38,0.25,1.036,0.378,AFP
62,2721129,1,,550.335,1.09E-02,366.943,1.24E-02,1.17E-01,2.08E+01,11.28,2.18E+00,2.20E+03,3.75E+02,6.19E+00,3.143,2.54E+00,1.58E+02,9.40E+00,,,4620,175,4.58,0.05,0.699,0.064,UNK
63,2721129,2,,299.74,8.65E-03,305.118,2.45E-02,5.57E-01,4.20E+00,6.614,2.26E+00,1.50E+03,3.38E+02,4.78E+00,2.755,3.01E+00,1.94E+02,1.15E+01,,,4620,175,4.58,0.05,0.699,0.064,UNK
64,2721835,1,,1.45433,2.61E-05,132.138,9.08E-03,7.00E-01,2.13E+00,5.705,8.25E+00,1.79E+01,2.33E+00,8.10E+00,0.9061,4.35E-01,2.88E+03,7.54E+02,,,8038,303,4.08,0.32,2,1.037,UNK
65,2722074,1,,1.93859,2.06E-05,131.79,5.73E-03,2.51E-01,1.60E+01,7.168,7.31E+00,4.19E+01,4.27E+00,1.07E+01,0.6293,5.08E-01,1.57E+03,3.32E+02,,,6347,207,4.48,0.3,0.962,0.402,NTP
66,2854698,1,,8.18736,1.35E-05,138.061,1.26E-03,3.58E-01,5.00E+00,3.019,2.26E-01,5.49E+02,1.22E+01,4.55E+01,1.977,1.09E+00,7.82E+02,3.75E+01,,,5251,112,4.49,0.06,0.849,0.073,PC
67,2854698,2,,76.051,5.61E-04,161.706,5.87E-03,2.30E-01,1.87E+01,6.691,9.49E-01,4.10E+02,2.91E+01,1.40E+01,1.686,2.05E+00,3.72E+02,1.79E+01,,,5251,112,4.49,0.06,0.849,0.073,PC
68,2854914,1,,25.9341,8.09E-05,149.761,2.60E-03,8.50E-01,1.67E-01,4.779,3.33E-01,4.22E+02,1.15E+01,3.63E+01,2.866,3.08E-01,6.95E+02,6.34E+01,,,5952,119,4.29,0.12,1.225,0.218,PC
69,2854914,2,,83.4463,3.88E-04,158.682,3.99E-03,7.15E-01,9.02E-01,6.621,7.04E-01,4.92E+02,1.72E+01,2.88E+01,2.915,8.23E-01,4.71E+02,4.29E+01,,,5952,119,4.29,0.12,1.225,0.218,PC
70,2987660,1,,0.508591,5.45E-05,131.57,1.39E-02,9.00E-01,3.34E+00,1.489,1.63E+01,2.12E+01,1.43E+01,2.29E+00,2.009,4.98E+00,5.10E+03,9.00E+02,,,7524,300,3.61,0.27,3.755,1.293,UNK
71,2987660,2,,0.904939,1.38E-05,132.327,6.08E-03,7.45E-02,9.06E+01,5.193,1.90E+01,1.25E+02,1.88E+01,9.17E+00,4.245,5.08E+00,4.20E+03,7.43E+02,,,7524,300,3.61,0.27,3.755,1.293,NTP
72,2988145,1,,1.23358,0.00E+00,132.362,0.00E+00,1.00E-01,0.00E+00,4.5,0.00E+00,2.15E+02,0.00E+00,-1.00E+00,2.376,0.00E+00,2.46E+03,0.00E+00,,,6985,271,4.18,0.36,1.605,1.026,AFP
73,2988145,2,,1.23355,1.18E-05,131.563,4.31E-03,4.93E-01,7.74E+00,4.36,5.46E+00,1.48E+02,1.49E+01,1.22E+01,2.019,1.76E+00,2.46E+03,7.91E+02,,,6985,271,4.18,0.36,1.605,1.026,AFP
74,1575977,1,,2.54043,1.32E-05,132.81,1.87E-03,9.00E-01,6.79E-02,4.918,2.43E-01,1.93E+02,2.20E+01,9.77E+00,2.772,2.30E-01,2.07E+03,6.10E+02,,,7261,357,4.12,0.33,1.724,1,UNK
75,2992648,1,,1.07736,9.23E-06,131.895,2.75E-03,9.00E-01,3.43E-01,2.367,1.40E+00,2.72E+01,3.09E+00,1.14E+01,0.844,2.34E-01,2.31E+03,6.85E+02,,,6614,233,4.25,0.33,1.387,0.816,UNK
76,2992648,2,,3.23279,7.18E-05,133.681,2.37E-02,9.84E-01,4.38E-03,5.294,3.64E-01,6.06E+01,6.20E+00,1.01E+01,1.447,8.25E-02,1.60E+03,4.75E+02,,,6614,233,4.25,0.33,1.387,0.816,AFP
77,2992648,3,,3.23213,3.94E-05,132.619,7.31E-03,9.05E-01,3.06E-01,6.282,2.69E+00,2.79E+01,4.14E+00,7.27E+00,0.8579,2.31E-01,1.60E+03,4.75E+02,,,6614,233,4.25,0.33,1.387,0.816,AFP
78,2855603,2,,0.758263,9.47E-06,131.955,2.37E-03,8.99E-01,3.66E-01,2.344,2.95E+00,3.88E+01,4.18E+00,1.38E+01,1.124,3.17E-01,2.82E+03,9.40E+02,,,6921,276,4.2,0.37,1.553,1.027,AFP
79,2855680,1,,1.69338,1.69E-05,132.158,4.64E-03,2.63E-01,1.07E+01,5.273,2.71E+00,2.68E+01,3.11E+00,9.40E+00,0.7539,4.03E-01,2.08E+03,8.45E+02,,,6961,274,4.28,0.45,1.435,1.162,UNK
80,2855680,2,,0.564462,1.04E-05,131.546,3.84E-03,4.67E-02,1.18E+02,3.532,1.29E+01,1.95E+01,2.92E+00,1.03E+01,0.6402,6.22E-01,3.00E+03,1.22E+03,,,6961,274,4.28,0.45,1.435,1.162,UNK
81,2856756,1,,0.641049,4.82E-06,131.645,1.57E-03,7.12E-01,4.69E-01,1.891,3.62E-01,2.64E+01,1.66E+00,2.18E+01,2.793,2.59E-01,7.04E+03,1.40E+03,,,10546,423,3.57,0.31,5.04,1.957,AFP
82,2857323,2,,0.548762,7.35E-06,131.962,1.68E-03,7.13E-01,1.10E+00,1.342,3.45E-01,1.37E+02,1.41E+01,1.45E+01,2.619,6.97E-01,3.98E+03,1.29E+03,,,7956,326,4.07,0.37,2.072,1.33,AFP
83,2857607,1,,41.8668,4.65E-04,147.006,9.38E-03,2.90E-01,2.92E+01,5.656,1.07E+00,1.60E+02,1.42E+01,1.14E+01,1.068,2.08E+00,4.95E+02,1.02E+02,,,5864,157,4.56,0.29,0.842,0.345,PC
84,2857722,1,,0.630084,1.11E-05,132.139,1.87E-03,7.07E-01,1.38E+00,1.11,1.76E-01,8.66E+01,1.32E+01,1.06E+01,1.122,4.22E-01,2.43E+03,6.66E+02,,,6328,247,4.37,0.31,1.118,0.607,AFP
85,2857722,2,,0.630087,1.20E-05,131.709,1.73E-03,5.17E-01,3.62E+00,0.8888,8.52E-02,9.18E+01,1.52E+01,1.02E+01,1.118,5.55E-01,2.43E+03,6.66E+02,,,6328,247,4.37,0.31,1.118,0.607,AFP
86,2860114,1,,0.941598,1.99E-06,132.037,3.58E-04,3.42E-01,2.68E+00,0.9807,2.77E-02,4.81E+02,1.39E+01,4.96E+01,1.843,5.05E-01,1.61E+03,5.83E+02,,,5237,185,4.48,0.51,0.837,0.604,AFP
87,2860594,1,,5.49994,1.71E-07,132.816,2.65E-05,3.56E-01,8.99E-04,10.08,1.46E-03,4.19E+04,1.15E+01,4.07E+03,30.09,4.95E-03,1.41E+03,4.92E+02,,,6916,271,4.25,0.39,1.437,0.998,AFP
88,2860594,2,,2.74997,4.21E-07,132.819,1.09E-04,6.80E-01,2.46E-03,9.121,3.32E-03,6.82E+03,1.11E+01,6.99E+02,12.66,1.30E-02,1.78E+03,6.20E+02,,,6916,271,4.25,0.39,1.437,0.998,UNK
89,2860594,3,,5.50026,2.11E-05,136.528,2.81E-03,6.97E-01,2.15E-01,15.24,8.52E-01,1.86E+02,9.62E+00,2.14E+01,2.098,1.23E-01,1.41E+03,4.92E+02,,,6916,271,4.25,0.39,1.437,0.998,AFP
90,2860594,4,,5.50012,0.00E+00,134.535,0.00E+00,1.00E-01,0.00E+00,15,0.00E+00,1.69E+02,0.00E+00,-1.00E+00,1.889,0.00E+00,1.41E+03,0.00E+00,,,6916,271,4.25,0.39,1.437,0.998,AFP
91,2307199,2,,13.4457,2.45E-04,133.221,1.86E-02,4.15E-01,4.01E+00,21.53,1.37E+00,1.11E+02,7.06E+00,1.56E+01,1.12,4.31E-01,8.48E+02,1.84E+02,,,6276,204,4.41,0.28,1.041,0.447,AFP
92,2860851,1,,1.19676,1.60E-05,132.024,8.72E-03,9.94E-01,9.37E-03,1.656,2.49E-01,6.83E+01,5.57E+00,1.70E+01,5.82,2.24E+00,5.76E+03,1.13E+03,,,10752,448,3.59,0.32,4.924,1.891,AFP
93,2860851,2,,1.19686,1.37E-05,132.548,7.54E-03,9.90E-01,3.05E-03,1.8,1.02E-01,7.31E+01,5.90E+00,2.04E+01,5.452,4.11E-01,5.76E+03,1.13E+03,,,10752,448,3.59,0.32,4.924,1.891,AFP
94,2439798,1,,459.313,1.16E-02,260.216,1.12E-02,6.95E-01,9.96E+00,2.587,2.31E+00,2.57E+02,5.44E+01,6.68E+00,2.647,6.93E+00,3.05E+02,8.86E+01,,,6253,188,4.17,0.32,1.545,0.892,NTP
95,2969628,2,,1.97363,9.98E-06,131.957,2.21E-03,5.11E-01,1.29E+00,1.905,7.11E-02,2.53E+01,2.40E+00,1.41E+01,1.713,2.77E-01,3.32E+03,5.47E+02,,,8241,334,3.72,0.27,3.277,1.046,AFP
96,2969628,3,,1.97363,1.54E-05,132.653,3.03E-03,2.79E-01,9.46E+00,1.789,9.99E-02,1.95E+01,2.60E+00,1.08E+01,1.476,7.35E-01,3.32E+03,5.47E+02,,,8241,334,3.72,0.27,3.277,1.046,AFP
97,2969638,1,,1.97361,1.83E-05,131.935,6.83E-03,9.85E-01,5.33E-03,3.286,1.49E-01,1.43E+02,1.19E+01,1.67E+01,2.097,1.91E-01,1.66E+03,3.29E+02,,,5870,165,4.24,0.23,1.248,0.491,AFP
98,2554867,3,,0.72386,9.65E-06,131.837,1.72E-03,5.93E-01,2.16E+00,2.967,2.37E+00,1.06E+02,1.27E+01,1.27E+01,3.175,9.86E-01,4.69E+03,8.57E+02,,,8757,340,3.8,0.24,2.923,1.043,AFP
99,2970670,1,,0.947537,8.94E-06,131.889,1.62E-03,9.02E-01,3.50E-01,1.058,1.13E-01,5.20E+01,6.75E+00,1.11E+01,0.7051,2.43E-01,1.70E+03,3.83E+02,,,5627,169,4.52,0.28,0.817,0.366,UNK
100,2970804,1,,0.686988,5.61E-06,131.667,9.49E-04,9.00E-01,3.08E-01,1.301,1.81E-01,3.30E+02,2.49E+01,2.00E+01,2.17,6.67E-01,2.07E+03,5.63E-03,,,5780,0,4.44,0,1,0,AFP
101,2970804,2,,2.02126,2.01E-05,133.039,5.19E-03,3.00E-01,1.93E+01,6.833,7.97E+00,2.23E+02,2.21E+01,1.06E+01,1.494,2.15E+00,1.44E+03,4.79E-03,,,5780,0,4.44,0,1,0,UNK
102,2971415,2,,7.35389,1.15E-04,136.198,1.20E-02,6.93E-01,9.61E-01,15.45,2.36E+00,5.11E+01,4.85E+00,1.08E+01,1.213,2.92E-01,1.28E+03,3.13E+02,,,6370,240,4.08,0.26,1.588,0.769,AFP
103,2971415,3,,3.67731,7.96E-05,134.194,1.60E-02,9.10E-01,1.24E-01,10.85,5.22E+00,3.54E+01,3.47E+00,1.08E+01,1.114,1.36E-01,1.61E+03,3.95E+02,,,6370,240,4.08,0.26,1.588,0.769,UNK
104,2972005,1,,2.79666,2.45E-05,131.88,6.09E-03,6.65E-01,3.66E+00,1.957,4.57E-01,1.76E+02,3.32E+01,9.40E+00,5.928,4.33E+00,2.91E+03,5.85E+02,,,7174,289,3.51,0.32,4.2,1.654,UNK
105,2972005,2,,4.19539,3.17E-04,134.393,5.72E-02,9.00E-01,1.65E-02,14.39,4.06E+00,3.00E+01,1.06E+01,3.04E+00,2.668,4.72E-01,2.54E+03,5.11E+02,,,7174,289,3.51,0.32,4.2,1.654,UNK
106,2693450,1,,0.847716,9.31E-06,131.731,2.87E-03,3.78E-01,4.38E+00,3.172,1.65E+00,2.22E+01,2.39E+00,1.14E+01,0.9016,2.90E-01,3.11E+03,7.39E+02,,,7262,318,4.05,0.27,1.863,0.87,AFP
