rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
444,2445975,2,,3.38932,9.94E-06,131.674,2.10E-03,8.99E-01,2.72E-01,2.061,4.67E-01,4.59E+02,3.96E+01,1.41E+01,2.55,6.95E-01,1.21E+03,1.19E-03,,,5780,0,4.44,0,1,0,AFP
445,2570760,1,,7.37248,2.34E-04,133.837,2.60E-02,9.50E-01,8.02E-03,16.55,8.09E-01,5.88E+01,4.77E+00,1.21E+01,1.992,8.52E-02,1.68E+03,4.00E+02,,,7776,300,4.02,0.28,2.106,0.993,UNK
446,2570767,1,,1.89121,1.61E-05,132.704,4.59E-03,4.96E-01,1.97E+00,4.922,9.28E-01,2.38E+01,1.98E+00,1.27E+01,0.3557,8.37E-02,1.35E+03,1.28E+03,,,5870,172,4.56,0.9,0.705,1.335,AFP
447,2570773,1,,1.89136,7.22E-06,132.632,2.80E-03,8.99E-01,5.65E-02,3.882,9.82E-02,1.16E+03,6.68E+01,2.18E+01,2.969,2.30E-01,1.06E+03,6.68E+01,,,4697,183,4.6,0.05,0.709,0.07,AFP
448,2581457,1,,2.61751,2.79E-05,132.1,6.06E-03,2.61E-01,1.36E+01,4.801,9.76E-01,4.55E+01,5.92E+00,8.13E+00,0.8658,6.21E-01,1.63E+03,4.63E+02,,,6463,226,4.29,0.31,1.27,0.716,AFP
449,2581457,2,,2.61682,3.74E-05,133.353,8.04E-03,3.26E-02,2.09E+02,9.011,1.18E+01,3.98E+01,5.51E+00,8.53E+00,0.8047,1.04E+00,1.63E+03,4.63E+02,,,6463,226,4.29,0.31,1.27,0.716,AFP
450,2581457,3,,1.30969,1.52E-05,131.51,4.89E-03,7.00E-01,2.41E+00,2.868,1.27E+00,6.28E+01,1.07E+01,7.69E+00,1.078,6.55E-01,2.05E+03,5.84E+02,,,6463,226,4.29,0.31,1.27,0.716,UNK
451,2581554,1,,47.1484,5.01E-05,175.269,8.94E-04,7.15E-01,3.81E-01,3.167,2.01E-01,1.14E+03,1.98E+01,5.80E+01,2.664,4.16E-01,3.91E+02,1.43E+01,,,4975,105,4.58,0.04,0.734,0.044,PC
452,2708270,2,,596.966,7.23E-03,196.18,7.72E-03,5.31E-03,1.22E+03,3.529,9.11E-01,9.54E+02,2.42E+02,4.80E+00,43.93,9.39E+01,6.58E+02,1.03E+02,,,4449,135,2.03,0.03,14.89,4.569,UNK
453,2708278,1,,1.89122,9.51E-06,132.718,2.70E-03,9.03E-01,2.17E-01,3.915,1.01E+00,1.08E+02,6.23E+00,1.88E+01,1.276,2.89E-01,1.47E+03,3.44E+02,,,5513,183,4.34,0.29,1.025,0.476,AFP
454,2708286,1,,1.89131,8.67E-06,132.66,2.51E-03,1.01E-02,3.75E+02,4.006,8.64E-01,1.67E+02,8.29E+00,2.22E+01,1.165,9.21E-01,1.46E+03,3.19E+02,,,5804,177,4.42,0.28,0.904,0.39,AFP
455,2708343,1,,1.89128,8.32E-06,132.681,2.46E-03,2.79E-03,7.05E+02,4.222,6.37E-01,1.99E+02,1.04E+01,2.10E+01,0.8575,5.36E-01,9.84E+02,5.61E+01,,,4476,131,4.63,0.06,0.633,0.062,AFP
456,2718630,2,,1.29898,1.28E-05,132.631,3.91E-03,3.67E-01,1.11E+01,3.25,1.50E+00,1.66E+02,1.79E+01,1.22E+01,2.271,1.76E+00,2.58E+03,9.73E+02,,,7362,315,4.17,0.42,1.716,1.285,AFP
457,2718630,3,,1.29904,1.39E-05,132.102,4.51E-03,1.58E-01,4.32E+01,3.035,1.61E+00,1.54E+02,2.00E+01,1.06E+01,2.161,2.52E+00,2.58E+03,9.73E+02,,,7362,315,4.17,0.42,1.716,1.285,AFP
458,2718672,1,,0.996219,1.19E-05,132.186,3.15E-03,3.10E-01,4.35E+00,1.92,2.03E-01,6.39E+00,9.61E-01,8.43E+00,0.5066,1.15E-01,3.67E+03,1.35E+03,,,9525,401,4.21,0.4,1.942,1.423,UNK
459,2718778,1,,3.92453,1.50E-05,132.398,2.80E-03,1.02E-01,6.61E+01,3.526,4.98E-01,4.26E+02,2.30E+01,2.28E+01,1.745,2.62E+00,1.08E+03,2.01E+02,,,5787,186,4.55,0.26,0.851,0.313,PC
460,2851100,1,,0.890086,6.42E-06,132.384,1.17E-03,9.02E-01,5.03E-01,0.9813,1.37E-01,2.36E+02,2.27E+01,1.55E+01,1.412,8.81E-01,1.39E+03,6.93E+01,,,4758,149,4.6,0.05,0.738,0.057,AFP
461,2851100,2,,0.890067,1.46E-05,131.944,2.88E-03,7.02E-01,2.57E+00,1.069,1.81E-01,9.86E+01,2.09E+01,7.07E+00,0.791,8.48E-01,1.39E+03,6.93E+01,,,4758,149,4.6,0.05,0.738,0.057,AFP
462,2852528,1,,11.9616,1.01E-04,131.895,7.36E-03,1.59E-01,5.63E+01,3.239,1.04E+00,4.44E+02,3.58E+01,1.29E+01,2.209,4.22E+00,8.48E+02,1.70E+02,,,6140,234,4.46,0.27,1.048,0.412,AFP
463,2852560,1,,11.9613,0.00E+00,131.913,0.00E+00,1.00E-01,0.00E+00,3,0.00E+00,3.28E+05,0.00E+00,-1.00E+00,43.32,0.00E+00,7.01E+02,0.00E+00,,,5578,155,4.58,0.18,0.794,0.231,AFP
464,2852560,2,,11.9613,5.76E-07,140.456,4.18E-05,7.62E-01,3.46E-02,7.873,3.08E-03,2.06E+05,7.20E+01,4.58E+03,46.39,1.88E+00,7.01E+02,1.04E+02,,,5578,155,4.58,0.18,0.794,0.231,AFP
465,2970836,1,,1.65939,2.98E-05,132.443,1.18E-02,8.94E-01,3.01E-02,5.779,7.39E-01,1.67E+01,2.12E+00,7.35E+00,0.5993,4.00E-02,1.88E+03,4.60E+02,,,6328,192,4.25,0.26,1.259,0.61,AFP
466,2970836,2,,1.65936,2.30E-05,132.951,1.77E-02,6.78E-01,4.20E-01,9.4,4.83E+00,3.24E+01,2.73E+00,1.38E+01,0.7629,7.79E-02,1.88E+03,4.60E+02,,,6328,192,4.25,0.26,1.259,0.61,AFP
467,2971415,1,,7.35592,1.07E-04,138.691,1.10E-02,4.11E-01,4.83E+00,14.58,2.33E+00,5.40E+01,5.35E+00,1.04E+01,1.192,5.36E-01,1.28E+03,3.13E+02,,,6370,240,4.08,0.26,1.588,0.769,AFP
468,1432214,1,,161.788,3.59E-05,214.039,1.81E-04,2.65E-01,1.82E-02,5.299,1.33E-02,8.95E+04,1.44E+02,6.80E+02,30.14,4.86E-02,3.48E+02,7.10E+01,,,6092,212,4.47,0.28,0.998,0.401,AFP
469,1432214,2,,161.778,3.15E-03,230.891,1.46E-02,2.28E-01,2.07E+01,7.596,2.23E+00,9.98E+02,8.68E+01,1.14E+01,3.161,3.27E+00,3.48E+02,7.10E+01,,,6092,212,4.47,0.28,0.998,0.401,AFP
470,1432789,1,,9.93142,6.01E-05,136.492,4.86E-03,8.86E-01,1.08E-01,5.967,4.15E-01,4.16E+02,1.71E+01,2.46E+01,2.187,2.06E-01,8.24E+02,1.61E+02,,,5880,190,4.52,0.28,0.917,0.353,PC
471,1432789,2,,4.5783,4.30E-05,132.305,6.79E-03,9.01E-01,5.59E-01,3.867,6.66E-01,1.40E+02,1.47E+01,1.02E+01,1.286,6.81E-01,1.07E+03,2.08E+02,,,5880,190,4.52,0.28,0.917,0.353,PC
472,1718290,2,,0.877386,1.22E-05,131.845,2.79E-03,4.89E-01,4.29E+00,1.589,2.34E-01,1.20E+02,1.80E+01,8.65E+00,1.789,6.32E-01,4.02E+03,4.18E+02,,,11068,404,4.38,0.12,1.555,0.303,AFP
473,1718290,3,,0.877344,1.54E-05,132.185,2.85E-03,9.03E-01,1.06E+00,1.045,1.57E-01,1.10E+02,2.36E+01,6.78E+00,1.872,1.11E+00,4.02E+03,4.18E+02,,,11068,404,4.38,0.12,1.555,0.303,AFP
474,1718594,1,,2.71872,1.80E-05,132.792,3.95E-03,1.61E-01,1.94E+01,6.884,2.36E+00,1.95E+01,1.53E+00,1.38E+01,1.056,5.68E-01,2.43E+03,6.03E+02,,,7796,297,3.97,0.3,2.355,1.156,AFP
475,1718594,2,,2.71862,2.34E-05,131.762,5.18E-03,5.00E-01,1.20E+00,5.966,5.22E-01,1.48E+01,1.41E+00,1.09E+01,0.9393,1.33E-01,2.43E+03,6.03E+02,,,7796,297,3.97,0.3,2.355,1.156,AFP
476,1996180,2,,5.42204,3.57E-05,133.459,4.82E-03,7.61E-01,1.63E+00,2.817,2.68E-01,9.31E+01,9.19E+00,1.06E+01,1.329,7.74E-01,1.22E+03,1.28E+02,,,6123,131,4.26,0.14,1.263,0.26,PC
477,1996456,1,,0.647418,1.41E-05,131.533,1.68E-03,2.88E-01,6.34E+00,1.61,3.49E-01,2.20E+01,4.18E+00,7.25E+00,1.003,3.58E-01,3.44E+03,9.90E+02,,,7063,241,4,0.32,2.097,1.197,UNK
478,1996679,1,,145.563,3.00E-04,146.059,1.67E-03,9.80E-01,4.53E-02,5.745,1.31E-01,3.26E+03,5.52E+01,7.75E+01,9.99,3.29E+00,3.88E+02,7.72E+01,,,6148,185,4.35,0.26,1.095,0.431,AFP
479,1996679,2,,145.556,1.48E-03,275.978,6.99E-03,3.43E-03,2.50E+03,5.969,1.75E+00,4.14E+02,3.62E+01,1.44E+01,2.23,3.78E+00,3.88E+02,7.72E+01,,,6148,185,4.35,0.26,1.095,0.431,AFP
480,2159852,2,,1.38525,1.25E-05,132.327,2.01E-03,3.00E-01,7.54E+00,2.187,1.93E-01,7.74E+01,1.42E+01,6.84E+00,0.847,3.81E-01,1.90E+03,3.36E+02,,,6748,211,4.42,0.27,0.945,0.329,AFP
481,2159852,3,,1.38531,1.43E-05,131.756,1.77E-03,7.00E-01,7.76E-01,2.111,1.22E-01,9.21E+01,1.58E+01,8.29E+00,0.9727,1.95E-01,1.90E+03,3.36E+02,,,6748,211,4.42,0.27,0.945,0.329,AFP
482,2159852,4,,1.58302,0.00E+00,131.705,0.00E+00,1.00E-01,0.00E+00,6,0.00E+00,2.11E+02,0.00E+00,-1.00E+00,1.385,0.00E+00,1.82E+03,0.00E+00,,,6748,211,4.42,0.27,0.945,0.329,UNK
483,2161536,1,,16.8559,5.84E-05,138.268,2.98E-03,5.41E-01,4.03E+00,2.372,5.17E-01,1.06E+03,6.07E+01,2.12E+01,1.976,1.71E+00,4.17E+02,1.54E+01,,,4052,86,4.68,0.04,0.595,0.036,PC
484,2161623,1,,2.28355,0.00E+00,132.301,0.00E+00,1.00E-01,0.00E+00,3.5,0.00E+00,3.02E+04,0.00E+00,-1.00E+00,31.66,0.00E+00,2.06E+03,0.00E+00,,,6734,276,4.06,0.27,1.804,0.83,AFP
485,2300603,1,,3.25022,1.05E-04,132.681,2.20E-02,4.58E-01,1.16E+01,3.965,9.74E-01,2.87E+01,1.09E+01,2.47E+00,1.19,1.40E+00,2.07E+03,3.75E+02,,,7095,291,3.94,0.26,2.153,0.758,AFP
486,2300603,2,,3.25184,7.35E-05,134.373,1.87E-02,9.84E-01,3.39E-03,5.714,2.08E-01,1.46E+02,1.19E+01,1.30E+01,3.461,1.72E-01,2.07E+03,3.75E+02,,,7095,291,3.94,0.26,2.153,0.758,AFP
487,2300603,3,,3.25145,7.85E-05,132.824,2.51E-02,9.83E-01,7.10E-03,6.498,3.46E-01,2.94E+02,1.68E+01,2.01E+01,5.067,6.14E-01,2.07E+03,3.75E+02,,,7095,291,3.94,0.26,2.153,0.758,AFP
488,2300603,4,,3.25154,0.00E+00,133.939,0.00E+00,1.00E-01,0.00E+00,12,0.00E+00,1.17E+02,0.00E+00,-1.00E+00,2.349,0.00E+00,2.07E+03,0.00E+00,,,7095,291,3.94,0.26,2.153,0.758,AFP
489,2301068,1,,8.60961,6.33E-05,134.398,5.85E-03,7.84E-01,1.43E+00,2.39,2.34E-01,7.07E+01,8.36E+00,9.05E+00,3.937,2.74E+00,1.55E+03,4.90E+02,,,5418,209,3.45,0.61,4.233,2.655,UNK
490,2437112,3,,3.1874,5.46E-05,132.802,1.14E-02,3.87E-01,1.29E+01,6.235,2.21E+00,1.90E+02,2.43E+01,8.11E+00,0.973,1.73E+00,9.19E+02,5.85E+01,,,4808,158,4.59,0.05,0.715,0.078,AFP
491,2437149,1,,18.7987,0.00E+00,138.026,0.00E+00,1.00E-01,0.00E+00,6,0.00E+00,4.78E+05,0.00E+00,-1.00E+00,43.43,0.00E+00,5.76E+02,0.00E+00,,,5334,202,4.58,0.21,0.796,0.27,AFP
492,2437149,2,,18.7986,0.00E+00,147.228,0.00E+00,1.00E-01,0.00E+00,5,0.00E+00,3.94E+05,0.00E+00,-1.00E+00,43.43,0.00E+00,5.76E+02,0.00E+00,,,5334,202,4.58,0.21,0.796,0.27,AFP
493,2437340,1,,533.806,7.09E-03,445.036,1.03E-02,5.48E-03,3.76E+02,11.53,9.91E-01,7.26E+02,3.07E+02,3.07E+00,66.93,4.50E+01,7.81E+02,7.95E+01,,,4184,97,1.77,0.03,26.41,5.236,UNK
494,2445975,3,,3.38859,1.10E-05,134.859,1.96E-03,4.75E-03,7.92E+02,1.663,2.05E-01,4.32E+02,3.80E+01,1.47E+01,2.063,1.75E+00,1.21E+03,1.31E-03,,,5780,0,4.44,0,1,0,AFP
495,2446113,1,,6.71724,1.07E-05,137.414,1.18E-03,9.14E-01,6.42E-02,2.71,1.93E-01,3.76E+02,8.57E+00,4.60E+01,3.912,2.76E-01,1.26E+03,1.67E+02,,,6078,130,4.09,0.17,1.683,0.438,AFP
496,2446113,2,,23.1377,1.75E-04,152.161,6.27E-03,1.98E-01,2.49E+01,3.625,3.77E-01,1.68E+02,1.34E+01,1.24E+01,2.182,2.36E+00,8.37E+02,1.10E+02,,,6078,130,4.09,0.17,1.683,0.438,PC
497,2446623,1,,175.066,6.63E-05,179.044,3.36E-04,9.69E-01,1.12E-01,4.526,2.74E-02,4.67E+04,1.71E+02,3.24E+02,28.55,7.08E+00,3.13E+02,7.03E+01,,,6024,183,4.57,0.32,0.825,0.367,AFP
498,2571075,1,,1.89134,1.93E-05,132.674,5.44E-03,6.58E-02,1.58E+02,3.143,1.07E+00,1.17E+02,1.55E+01,8.86E+00,0.8739,2.07E+00,1.33E+03,2.54E+02,,,5658,163,4.57,0.26,0.815,0.309,AFP
499,2571238,1,,9.28697,3.69E-06,135.994,3.13E-04,1.26E-01,4.53E+00,3.369,8.12E-02,6.91E+02,3.61E+00,2.23E+02,2.11,2.91E-01,7.64E+02,5.93E+01,,,5543,109,4.57,0.12,0.813,0.122,PC
500,2571417,1,,3.77813,3.74E-05,132.049,6.47E-03,5.00E-01,3.07E+00,8.408,1.70E+00,4.36E+01,4.42E+00,9.93E+00,0.8509,3.20E-01,1.45E+03,3.60E+02,,,6468,209,4.27,0.27,1.247,0.615,AFP
501,2571417,2,,3.77795,4.78E-05,135.371,2.53E-02,6.24E-02,6.28E+01,15.52,1.68E+01,6.72E+01,7.13E+00,1.21E+01,1.028,7.47E-01,1.45E+03,3.60E+02,,,6468,209,4.27,0.27,1.247,0.615,AFP
502,2581674,1,,0.695242,1.30E-05,131.93,2.09E-03,6.92E-01,5.89E-01,1.544,1.89E-01,1.58E+01,2.60E+00,8.33E+00,1.667,2.53E-01,4.55E+03,7.62E+02,,,7334,297,3.58,0.25,3.917,1.272,AFP
503,2581674,2,,0.695246,9.61E-06,132.168,2.04E-03,7.02E-01,5.06E-01,2.023,3.84E-01,1.81E+01,2.17E+00,1.05E+01,1.787,2.31E-01,4.55E+03,7.62E+02,,,7334,297,3.58,0.25,3.917,1.272,AFP
504,2581674,3,,0.695219,1.73E-05,131.728,3.32E-03,3.00E-01,7.74E+00,2.466,1.45E+00,1.26E+01,2.56E+00,7.73E+00,1.416,6.38E-01,4.55E+03,7.62E+02,,,7334,297,3.58,0.25,3.917,1.272,AFP
505,2582539,1,,0.898715,1.24E-05,131.633,2.02E-03,1.02E-01,3.13E+01,2.721,1.29E+00,5.10E+01,9.56E+00,7.38E+00,2.201,1.20E+00,3.77E+03,6.29E+02,,,7302,315,3.73,0.28,3.04,0.981,UNK
506,2708420,1,,1.89125,8.25E-06,132.696,2.39E-03,3.01E-01,6.73E+00,3.52,4.15E-01,7.62E+01,3.76E+00,2.31E+01,1.048,4.84E-01,1.68E+03,2.82E+02,,,5892,169,4.23,0.22,1.192,0.395,AFP
507,2708445,1,,1.89121,1.36E-05,132.72,2.81E-03,3.55E-01,6.79E+00,3.234,3.29E-01,1.45E+02,1.68E+01,9.78E+00,0.5321,2.85E-01,8.03E+02,9.94E+01,,,4182,135,4.82,0.13,0.435,0.104,AFP
508,2708614,1,,52.8836,1.52E-03,147.013,3.11E-03,9.85E-01,1.46E-01,7.919,2.01E-01,1.23E+04,2.05E+02,6.03E+01,19.97,1.17E+01,5.59E+02,1.27E+02,,,6475,257,4.41,0.29,1.092,0.487,UNK
509,2708787,1,,3.6586,6.59E-05,133.172,1.25E-02,5.04E-01,2.77E+00,12.66,6.06E+00,7.92E+01,9.19E+00,9.50E+00,0.5631,3.23E-01,7.46E+02,4.78E+01,,,4243,141,4.63,0.06,0.629,0.069,UNK
510,2718944,1,,0.693213,1.24E-05,131.693,3.27E-03,4.99E-01,1.54E+00,1.874,3.25E-01,8.83E+00,1.43E+00,8.19E+00,0.9381,1.75E-01,4.74E+03,8.63E+02,,,8572,365,3.78,0.31,3.034,1.075,AFP
511,2718944,2,,0.69317,2.24E-05,131.957,6.28E-03,3.10E-01,8.26E+00,1.96,8.32E-01,4.64E+00,1.36E+00,4.61E+00,0.6695,3.27E-01,4.74E+03,8.63E+02,,,8572,365,3.78,0.31,3.034,1.075,AFP
512,2719125,1,,1.84493,1.52E-05,131.813,4.60E-03,9.00E-01,3.21E-01,3.987,2.18E+00,1.97E+01,1.64E+00,1.27E+01,0.9159,2.23E-01,2.36E+03,7.06E+02,,,7370,321,4.12,0.34,1.774,1.052,AFP
513,2852560,3,,23.9225,0.00E+00,143.676,0.00E+00,1.00E-01,0.00E+00,15,0.00E+00,1.22E+04,0.00E+00,-1.00E+00,8.68,0.00E+00,5.57E+02,0.00E+00,,,5578,155,4.58,0.18,0.794,0.231,AFP
514,2852560,4,,23.9225,0.00E+00,131.709,0.00E+00,1.00E-01,0.00E+00,15,0.00E+00,1.19E+04,0.00E+00,-1.00E+00,8.573,0.00E+00,5.57E+02,0.00E+00,,,5578,155,4.58,0.18,0.794,0.231,AFP
515,2852810,1,,4.75461,4.03E-05,135.516,5.76E-03,3.12E-01,6.80E+00,14.94,5.97E+00,5.32E+01,4.18E+00,1.37E+01,1.134,4.52E-01,1.58E+03,4.27E+02,,,7092,264,4.18,0.3,1.525,0.818,NTP
516,2852941,1,,11.5796,1.07E-04,135.52,7.30E-03,1.59E-02,5.54E+02,2.468,2.84E-01,6.71E+01,1.03E+01,8.07E+00,1.377,2.12E+00,1.20E+03,3.66E+02,,,7051,391,4.14,0.34,1.662,1,UNK
517,2973386,1,,31.0207,1.15E-04,138.019,3.12E-03,6.94E-02,5.19E+01,1.833,3.11E-01,8.55E+02,5.93E+01,1.55E+01,1.513,1.30E+00,3.14E+02,3.15E+01,,,3903,119,4.74,0.11,0.523,0.1,PC
518,2973509,1,,6.62761,6.99E-08,132.547,9.13E-06,7.17E-01,6.64E-03,6.127,6.01E-04,2.34E+05,2.54E+01,1.48E+04,80.28,5.74E-01,1.20E+03,3.61E+02,,,6316,201,4.23,0.31,1.333,0.794,AFP
519,2973509,2,,6.62754,0.00E+00,135.431,0.00E+00,1.00E-01,0.00E+00,5,0.00E+00,1.07E+05,0.00E+00,-1.00E+00,43.83,0.00E+00,1.20E+03,0.00E+00,,,6316,201,4.23,0.31,1.333,0.794,AFP
520,2973800,1,,459.281,1.65E-02,260.268,2.13E-02,5.29E-01,1.27E+01,5.312,2.45E+00,5.75E+02,1.59E+02,4.06E+00,1.419,3.86E+00,1.49E+02,9.33E+00,,,4355,143,4.66,0.07,0.583,0.062,NTP
521,1433399,1,,2.12652,1.17E-05,133.524,2.27E-03,3.00E-01,5.79E+00,7.24,2.76E+00,7.11E+01,8.27E+00,1.05E+01,1.607,5.39E-01,2.15E+03,4.98E+02,,,6771,256,4.04,0.27,1.875,0.858,AFP
522,1433399,2,,2.12643,1.19E-05,132.131,2.36E-03,9.12E-02,2.91E+01,7.438,3.88E+00,7.36E+01,7.98E+00,1.24E+01,1.622,7.67E-01,2.15E+03,4.98E+02,,,6771,256,4.04,0.27,1.875,0.858,AFP
523,1433399,3,,2.12646,1.08E-05,132.854,2.30E-03,5.25E-01,1.85E+00,7.05,2.20E+00,8.34E+01,6.43E+00,1.65E+01,1.777,4.23E-01,2.15E+03,4.98E+02,,,6771,256,4.04,0.27,1.875,0.858,AFP
524,1718594,3,,0.922481,1.24E-05,131.681,5.43E-03,9.93E-01,1.77E-03,1.122,7.10E-02,2.10E+01,1.78E+00,1.18E+01,1.496,7.60E-02,3.48E+03,8.65E+02,,,7796,297,3.97,0.3,2.355,1.156,NTP
525,1718958,1,,1.41976,5.29E-06,132.923,1.13E-03,2.44E-01,9.52E+00,1.525,5.79E-02,5.73E+01,3.99E+00,1.91E+01,0.7868,4.14E-01,1.70E+03,1.57E+02,,,5925,121,4.39,0.14,1.035,0.187,PC
526,1719308,1,,36.5714,5.29E-04,164.867,1.17E-02,7.30E-01,6.44E-01,15.41,7.51E-01,1.67E+02,1.22E+01,1.40E+01,3.963,8.50E-01,8.93E+02,2.35E+02,,,5936,197,3.69,0.48,2.843,1.486,NTP
527,1720673,1,,572.875,0.00E+00,290.528,0.00E+00,1.00E-01,0.00E+00,6,0.00E+00,2.22E+04,0.00E+00,-1.00E+00,8.225,0.00E+00,1.37E+02,0.00E+00,,,4348,144,4.67,0.07,0.569,0.059,NTP
528,1996773,1,,624.57,3.22E-02,341.895,3.67E-02,1.00E+00,1.91E-01,24.5,7.12E+00,2.04E+03,1.47E+03,1.06E+01,7.68,1.49E+01,1.78E+02,1.45E+02,,,5032,166,4.48,0.76,0.859,1.395,NTP
529,2010191,1,,3.43523,1.29E-05,132.643,2.43E-03,4.20E-01,4.54E+00,2.733,1.20E-01,1.82E+02,1.06E+01,1.91E+01,1.365,6.23E-01,1.28E+03,2.32E+02,,,6072,184,4.41,0.26,0.991,0.353,AFP
530,2010414,1,,2.55561,2.48E-05,132.674,5.28E-03,6.95E-01,1.17E+00,5.603,1.25E+00,3.41E+01,3.79E+00,9.30E+00,2.667,7.99E-01,3.05E+03,6.58E+02,,,7184,290,3.48,0.36,4.276,1.816,AFP
531,2010414,2,,2.55585,2.60E-05,133.46,5.69E-03,8.64E-02,7.81E+01,5.425,2.63E+00,3.16E+01,3.56E+00,9.31E+00,2.412,3.15E+00,3.05E+03,6.58E+02,,,7184,290,3.48,0.36,4.276,1.816,AFP
532,2161623,2,,1.14176,0.00E+00,132.322,0.00E+00,1.00E-01,0.00E+00,3.5,0.00E+00,4.27E+03,0.00E+00,-1.00E+00,11.89,0.00E+00,2.59E+03,0.00E+00,,,6734,276,4.06,0.27,1.804,0.83,UNK
533,2161949,1,,4.78114,3.33E-05,131.706,4.97E-03,3.82E-01,9.26E+00,2.549,1.93E-01,1.15E+02,1.17E+01,1.06E+01,1.201,1.17E+00,1.13E+03,2.07E+02,,,5683,163,4.33,0.23,1.115,0.404,UNK
534,2161949,2,,7.18841,6.00E-05,133.171,6.52E-03,3.35E-01,1.53E+01,2.478,2.78E-01,1.26E+02,1.45E+01,9.14E+00,1.254,1.70E+00,9.87E+02,1.81E+02,,,5683,163,4.33,0.23,1.115,0.404,UNK
535,2162635,1,,477.011,1.88E-02,397.322,3.59E-02,9.34E-01,1.73E-02,13.72,7.70E-01,1.80E+03,1.01E+02,2.19E+01,12.42,6.50E-01,3.01E+02,4.16E+01,,,5009,92,3.75,0.16,2.283,0.625,UNK
536,2302548,1,,10.3812,9.35E-06,133.069,7.30E-04,6.96E-01,4.47E-01,2.783,1.51E-01,8.70E+02,1.20E+01,7.67E+01,2.472,4.13E-01,6.75E+02,2.86E+01,,,5099,106,4.56,0.06,0.786,0.058,PC
537,2302548,2,,24.5708,4.36E-05,135.875,1.43E-03,3.25E-01,5.70E+00,2.746,2.46E-01,7.45E+02,1.74E+01,4.15E+01,2.115,1.24E+00,5.06E+02,2.14E+01,,,5099,106,4.56,0.06,0.786,0.058,PC
538,2303102,1,,1.53215,1.33E-05,132.382,4.07E-03,1.63E-01,2.10E+01,5.37,3.97E+00,3.02E+01,2.93E+00,1.12E+01,0.6775,6.07E-01,1.70E+03,3.40E+02,,,5465,158,4.21,0.24,1.257,0.499,UNK
539,2437452,1,,7.23496,2.94E-06,134.582,3.34E-04,5.42E-01,5.76E-03,7.781,2.06E-02,1.08E+05,2.62E+02,1.05E+03,27.13,5.58E-02,8.42E+02,1.96E+02,,,5655,190,4.58,0.29,0.793,0.366,UNK
540,2437488,1,,14.4702,4.30E-05,141.803,2.43E-03,4.06E-03,3.19E+02,5.503,3.67E-01,1.26E+03,4.85E+01,2.84E+01,30.81,1.25E+01,1.71E+03,1.46E+02,,,4735,113,2.71,0.03,9.043,1.485,AFP
541,2437488,2,,14.4701,1.56E-04,134.581,8.84E-03,9.91E-01,6.86E-02,7.872,3.89E-01,8.16E+02,5.11E+01,1.75E+01,47.59,4.20E+01,1.71E+03,1.46E+02,,,4735,113,2.71,0.03,9.043,1.485,AFP
542,2437505,1,,21.4764,1.81E-05,149.262,8.27E-04,3.99E-01,3.22E-02,4.813,3.90E-02,9.74E+04,5.55E+02,2.10E+02,31.71,1.78E-01,6.56E+02,1.84E-04,,,5780,0,4.44,0,1,0,AFP
543,2447832,1,,0.921376,1.29E-05,132.153,4.32E-03,8.88E-01,5.13E-01,3.167,5.85E+00,2.50E+01,2.68E+00,1.03E+01,0.8054,2.89E-01,2.50E+03,4.85E+02,,,6446,224,4.12,0.26,1.393,0.532,AFP
544,2447832,2,,0.921383,9.46E-06,131.684,3.27E-03,8.65E-02,3.18E+01,5.56,9.48E+00,3.32E+01,3.19E+00,1.43E+01,0.8077,4.16E-01,2.50E+03,4.85E+02,,,6446,224,4.12,0.26,1.393,0.532,AFP
545,2448113,1,,507.526,1.17E-02,375.514,1.34E-02,6.90E-01,5.35E+00,8.806,3.27E+00,2.18E+02,3.31E+01,6.92E+00,2.203,2.89E+00,2.92E+02,7.61E+01,,,6319,194,4.17,0.27,1.397,0.722,UNK
546,2571417,3,,3.77578,6.16E-05,134.134,1.17E-02,7.90E-01,5.73E-01,14.88,1.17E+01,3.48E+01,3.40E+00,1.22E+01,0.8093,1.75E-01,1.45E+03,3.60E+02,,,6468,209,4.27,0.27,1.247,0.615,AFP
547,2571417,4,,13.8807,3.35E-04,132.059,9.91E-03,7.83E-02,1.05E+02,1.945,5.21E-01,3.50E+02,5.16E+01,9.11E+00,2.352,3.67E+00,9.39E+02,2.34E+02,,,6468,209,4.27,0.27,1.247,0.615,NTP
548,2571868,1,,1.32352,2.55E-05,132.732,1.32E-02,9.65E-01,1.89E-02,2.955,5.84E-01,6.43E+01,4.54E+00,1.56E+01,3.293,1.71E-01,3.76E+03,6.18E+02,,,8132,317,3.71,0.25,3.268,1.043,UNK
549,2582800,1,,0.810608,1.01E-05,132.311,5.12E-03,8.81E-01,3.42E-01,2.968,3.72E+00,2.29E+01,1.88E+00,1.32E+01,1.487,3.20E-01,3.92E+03,6.39E+02,,,7937,325,3.88,0.22,2.711,0.855,UNK
