rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
5927,6346721,1,,293.525,2.25E-02,350.804,5.10E-02,5.27E-01,1.14E+02,3.21,9.05E+00,2.79E+02,1.97E+02,1.41E+00,1.729,3.21E+01,2.77E+02,5.29E+01,,,5753,185,4.4,0.25,1.008,0.379,UNK
5958,6127822,1,,1.42199,3.86E-05,132.783,1.38E-02,3.30E-01,2.18E+01,9.105,5.72E+01,1.15E+01,1.78E+00,7.96E+00,0.3708,5.65E-01,1.84E+03,3.47E+02,,,6266,197,4.35,0.25,1.079,0.402,NTP
6029,6229502,1,,3.25708,7.62E-05,133.117,9.22E-03,9.00E-01,4.22E-03,11.08,2.21E-01,1.73E+01,1.04E+01,1.61E+00,1.47,4.43E-01,2.49E+03,4.66E+02,,,7362,303,3.71,0.3,3.024,1.103,UNK
6065,6462901,1,,6.36087,9.96E-05,133.761,1.12E-02,8.80E-01,1.67E-01,12.57,1.72E+00,6.06E+01,7.10E+00,8.45E+00,1.495,2.21E-01,1.25E+03,2.66E+02,,,5775,174,4.03,0.31,1.647,0.694,NTP
6066,6462901,2,,4.24092,6.24E-05,132.509,1.02E-02,8.91E-01,3.76E-01,7.593,2.32E+00,4.19E+01,6.07E+00,7.21E+00,1.255,4.22E-01,1.43E+03,3.05E+02,,,5775,174,4.03,0.31,1.647,0.694,UNK
6067,6462901,3,,3.18128,5.33E-05,132.935,1.10E-02,8.99E-01,2.14E-01,8.343,4.12E+00,5.29E+01,7.02E+00,8.10E+00,1.42,3.02E-01,1.58E+03,3.36E+02,,,5775,174,4.03,0.31,1.647,0.694,UNK
6073,6128245,1,,1.1185,1.09E-05,131.613,2.40E-03,3.25E-01,1.23E+01,1.4,1.36E-01,6.19E+01,8.94E+00,9.23E+00,0.6867,6.40E-01,1.68E+03,3.48E+02,,,5918,167,4.55,0.29,0.863,0.354,UNK
6085,6209798,1,,0.602701,3.22E-06,131.938,5.16E-04,7.00E-01,3.62E-01,1.24,7.13E-02,7.11E+01,3.02E+00,3.62E+01,1.114,1.04E-01,2.62E+03,5.19E+02,,,6293,189,4.24,0.23,1.229,0.481,AFP
6089,6229502,2,,1.53783,1.01E-05,132.475,1.34E-03,7.00E-01,7.14E-01,4.527,1.02E+00,1.70E+02,2.07E+01,1.10E+01,4.218,7.83E-01,3.20E+03,5.98E+02,,,7362,303,3.71,0.3,3.024,1.103,AFP
6090,6229502,3,,1.53734,9.73E-06,131.966,1.53E-03,7.01E-02,4.82E+01,5.113,2.82E+00,1.99E+02,2.05E+01,1.27E+01,4.296,2.66E+00,3.20E+03,5.98E+02,,,7362,303,3.71,0.3,3.024,1.103,AFP
6130,6463436,1,,0.538855,8.02E-06,131.888,4.90E-03,8.78E-01,7.00E-02,2.092,4.79E-01,2.51E+02,2.27E+01,1.45E+01,3.573,2.41E-01,3.23E+03,6.97E+02,,,6006,176,3.88,0.41,1.953,0.836,NTP
6131,6463436,2,,0.602079,9.68E-06,131.994,2.32E-03,3.00E-01,1.12E+01,1.935,1.07E+00,4.31E+02,5.74E+01,1.15E+01,4.1,3.05E+00,3.11E+03,6.72E+02,,,6006,176,3.88,0.41,1.953,0.836,UNK
6132,6463436,3,,3.77053,0.00E+00,134.573,0.00E+00,1.00E-01,0.00E+00,12,0.00E+00,9.53E+01,0.00E+00,-1.00E+00,1.907,0.00E+00,1.69E+03,0.00E+00,,,6006,176,3.88,0.41,1.953,0.836,UNK
6135,6113806,1,,0.933755,1.37E-05,131.542,5.65E-03,9.23E-01,5.33E-01,2.526,5.96E+00,2.41E+01,3.14E+00,9.33E+00,0.5912,3.53E-01,1.94E+03,3.89E+02,,,6077,190,4.47,0.28,0.999,0.397,AFP
6151,6213774,1,,2.8141,1.61E-05,133.567,3.42E-03,4.81E-01,2.83E+00,6.157,9.93E-01,5.79E+01,3.79E+00,1.60E+01,1.209,3.83E-01,1.79E+03,4.74E+02,,,6694,268,4.16,0.29,1.54,0.807,NTP
6170,6356627,1,,4.2096,2.62E-05,132.933,4.02E-03,9.05E-01,5.22E-02,10.32,1.22E+00,4.48E+01,3.65E+00,1.26E+01,1.105,6.92E-02,1.49E+03,4.03E+02,,,6623,207,4.23,0.3,1.41,0.76,AFP
6186,6448768,1,,16.4868,6.04E-07,131.604,2.93E-05,2.35E-01,2.96E-03,7.074,2.14E-03,5.55E+04,1.35E+01,5.33E+03,28.19,6.23E-03,8.25E+02,1.88E+02,,,6108,191,4.29,0.26,1.188,0.537,AFP
6187,6448768,2,,16.4868,7.93E-06,138.099,3.95E-04,8.23E-01,1.92E-03,13.34,2.22E-02,4.42E+03,9.39E+00,4.95E+02,8.841,1.40E-02,8.25E+02,1.88E+02,,,6108,191,4.29,0.26,1.188,0.537,AFP
6188,6448768,3,,16.4863,4.09E-04,132.046,2.60E-02,1.00E+00,4.09E-02,23.06,2.68E+00,4.12E+02,4.84E+01,2.34E+01,4.734,3.34E+00,8.25E+02,1.88E+02,,,6108,191,4.29,0.26,1.188,0.537,AFP
6189,6448768,4,,8.2425,1.08E-04,138.882,9.23E-03,4.46E-01,5.47E+00,8.55,3.28E-01,8.58E+01,9.96E+00,8.91E+00,1.124,6.89E-01,1.04E+03,2.37E+02,,,6108,191,4.29,0.26,1.188,0.537,UNK
6223,6292162,1,,7.81484,8.79E-06,138.705,9.71E-04,9.44E-01,4.29E-03,3.003,4.74E-02,2.05E+03,3.49E+01,9.74E+01,5.312,8.60E-02,9.03E+02,1.94E+02,,,5887,202,4.5,0.3,0.931,0.395,AFP
6225,6308416,1,,0.82138,1.03E-05,132.225,2.23E-03,3.87E-02,1.86E+02,1.552,6.26E-01,1.06E+01,1.54E+00,1.01E+01,1.033,1.10E+00,4.75E+03,1.17E+03,,,9379,415,3.87,0.24,3.097,1.498,AFP
6226,6308416,2,,0.821352,1.22E-05,131.578,2.86E-03,6.95E-01,4.73E-01,1.53,1.34E-01,8.83E+00,1.45E+00,8.36E+00,0.9896,1.21E-01,4.75E+03,1.17E+03,,,9379,415,3.87,0.24,3.097,1.498,AFP
6227,6308416,3,,0.685134,5.78E-05,131.91,2.20E-02,8.78E-01,9.19E-01,2.309,6.75E+00,1.64E+00,1.18E+00,1.83E+00,0.4508,2.61E-01,5.05E+03,1.24E+03,,,9379,415,3.87,0.24,3.097,1.498,UNK
6228,6356627,2,,4.20905,7.37E-05,134.26,1.14E-02,8.42E-01,6.08E-01,5.219,7.71E-01,1.06E+01,3.19E+00,3.54E+00,0.5165,1.75E-01,1.49E+03,4.03E+02,,,6623,207,4.23,0.3,1.41,0.76,AFP
6229,6356627,3,,4.20953,2.85E-05,131.578,4.34E-03,3.16E-01,4.88E+00,6.057,3.56E-01,2.99E+01,3.00E+00,1.08E+01,0.7839,2.48E-01,1.49E+03,4.03E+02,,,6623,207,4.23,0.3,1.41,0.76,AFP
6230,6356627,4,,4.20894,2.53E-04,132.081,6.53E-02,9.09E-01,1.12E-02,14.14,7.37E-01,1.47E+02,1.89E+01,1.23E+01,2.005,1.21E-01,1.49E+03,4.03E+02,,,6623,207,4.23,0.3,1.41,0.76,AFP
6238,6382943,1,,0.656959,1.35E-05,131.932,8.31E-03,8.74E-01,3.67E-01,2.485,3.22E+00,2.21E+01,2.62E+00,1.03E+01,0.6358,1.84E-01,2.22E+03,4.00E+02,,,5629,163,4.29,0.22,1.158,0.412,UNK
6246,6436029,1,,59.4967,4.58E-04,146.956,6.71E-03,8.65E-01,9.00E-02,6.095,4.71E-01,1.27E+03,6.24E+01,2.06E+01,3.517,3.24E-01,3.69E+02,3.63E+02,,,4817,181,4.5,0.84,0.833,1.641,PC
6250,6449358,1,,5.7768,2.98E-08,133.627,4.46E-06,3.71E-01,1.43E-04,6.304,2.52E-04,1.22E+05,5.64E+00,2.71E+04,129.4,3.74E-03,2.25E+03,3.71E+02,,,7666,304,3.66,0.27,3.601,1.153,AFP
6262,6131236,1,,6.79686,2.66E-05,138.114,3.11E-03,9.73E-01,6.53E-03,3.762,1.63E-01,4.53E+02,2.77E+01,3.05E+01,2.744,1.48E-01,9.85E+02,1.83E+02,,,6061,194,4.49,0.27,0.97,0.354,PC
6285,6292162,2,,7.81485,4.05E-05,134.791,4.31E-03,1.60E-01,2.43E+01,2.901,3.11E-01,3.00E+02,1.79E+01,1.76E+01,1.606,1.39E+00,9.03E+02,1.94E+02,,,5887,202,4.5,0.3,0.931,0.395,AFP
6286,6292398,1,,0.785001,2.18E-05,131.621,8.18E-03,9.97E-01,1.40E-03,0.7175,6.50E-02,8.04E+00,2.49E+00,3.94E+00,0.7594,1.40E-01,3.31E+03,9.38E+02,,,7733,298,4.12,0.33,1.839,1.032,UNK
6308,6436029,2,,505.467,7.67E-03,458.075,9.01E-03,3.00E-01,5.72E+00,10.04,1.39E+00,1.76E+03,1.34E+02,1.33E+01,3.399,2.08E+00,1.81E+02,1.78E+02,,,4817,181,4.5,0.84,0.833,1.641,PC
6403,6280952,1,,1.62878,1.14E-04,131.662,5.27E-02,1.00E+00,3.13E-02,1.236,1.47E+00,6.78E+00,2.60E+00,3.44E+00,1.364,5.46E+00,3.06E+03,5.77E+02,,,7985,327,3.92,0.24,2.577,0.949,UNK
6404,6280952,2,,0.740581,8.14E-06,131.874,2.62E-03,2.93E-01,8.44E+00,2.549,1.48E+00,1.60E+01,1.76E+00,1.20E+01,1.051,4.90E-01,3.98E+03,7.50E+02,,,7985,327,3.92,0.24,2.577,0.949,UNK
6461,6280952,3,,1.26221,2.04E-05,132.505,8.36E-03,9.89E-01,3.08E-03,1.825,1.47E-01,2.79E+01,2.07E+00,1.19E+01,1.835,7.95E-02,3.33E+03,6.28E+02,,,7985,327,3.92,0.24,2.577,0.949,UNK
6517,6205384,1,,3.72282,8.58E-05,134.628,1.81E-02,9.86E-01,9.57E-03,5.068,6.69E-01,3.17E+01,3.14E+00,1.10E+01,0.7963,6.08E-02,1.29E+03,2.54E+02,,,6200,191,4.39,0.27,1.038,0.404,AFP
6528,6285094,1,,5.24391,1.03E-04,132.69,1.51E-02,1.09E-01,1.25E+02,9.725,6.36E+00,6.87E+01,8.21E+00,8.55E+00,0.7874,2.25E+00,1.06E+03,2.29E+02,,,6022,213,4.49,0.3,0.952,0.404,AFP
6587,6263593,1,,22.4766,1.64E-04,136.823,5.68E-03,7.62E-01,1.76E+00,3.515,9.39E-01,4.86E+02,4.31E+01,1.21E+01,1.373,1.24E+00,4.19E+02,2.26E+01,,,4560,129,4.7,0.05,0.568,0.052,PC
6596,6312521,1,,1.50776,2.22E-07,132.945,7.22E-05,8.14E-01,2.76E-02,3.126,6.80E-03,8.71E+04,2.90E+02,7.26E+02,103,4.58E+00,2.32E+03,5.51E+02,,,5299,218,3.67,0.45,2.761,1.294,AFP
6631,6140581,1,,512.326,1.45E-02,154.369,1.82E-02,8.81E-01,3.35E-01,11.2,1.24E+00,6.41E+01,2.30E+01,3.44E+00,159.8,7.36E+01,1.39E+03,3.57E+02,,,3457,112,0.59,0.23,160.3,81.81,NTP
6655,5899971,1,,0.957337,2.67E-05,132.285,8.00E-03,9.04E-01,5.13E-01,3.148,7.46E+00,9.59E+00,1.60E+00,6.31E+00,0.7769,3.21E-01,2.95E+03,5.36E+02,,,6622,201,3.91,0.29,2.145,0.769,NTP
6675,6060580,1,,2.31337,7.83E-08,133.198,1.87E-05,1.00E+00,1.22E-01,2.413,6.35E-01,1.33E+04,1.19E+04,1.95E+03,16.07,6.79E-01,1.18E+03,2.16E+02,,,5509,168,4.59,0.21,0.767,0.276,AFP
6676,6060580,2,,2.31336,0.00E+00,132.042,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,7.51E+03,0.00E+00,-1.00E+00,6.598,0.00E+00,1.18E+03,0.00E+00,,,5509,168,4.59,0.21,0.767,0.276,AFP
6682,6070392,1,,1.73834,1.75E-05,132.873,5.54E-03,6.08E-01,1.94E+00,8.685,9.92E+00,2.12E+02,2.35E+01,9.71E+00,1.369,5.96E-01,1.43E+03,2.89E+02,,,5743,194,4.53,0.29,0.903,0.36,NTP
6710,5887393,1,,1.55091,1.38E-05,131.617,3.52E-03,7.00E-01,4.41E-01,3.058,2.52E-01,1.20E+01,1.50E+00,9.08E+00,1.102,1.29E-01,3.19E+03,5.28E+02,,,7612,312,3.79,0.26,2.968,0.952,NTP
6713,5899971,2,,1.91486,1.92E-05,131.754,4.23E-03,1.68E-01,1.99E+01,5.286,2.31E+00,2.28E+01,3.16E+00,8.58E+00,1.033,6.59E-01,2.34E+03,4.25E+02,,,6622,201,3.91,0.29,2.145,0.769,NTP
6747,5726667,1,,1.06386,8.40E-06,131.982,1.10E-03,4.96E-01,1.79E+00,1.515,5.68E-02,1.10E+02,1.28E+01,1.14E+01,3.989,9.24E-01,4.08E+03,7.77E+02,,,7733,296,3.61,0.3,3.684,1.373,UNK
6748,5726667,2,,1.59515,3.41E-05,132.474,1.52E-02,9.95E-01,3.33E-02,2.584,7.08E-01,1.55E+02,1.71E+01,1.01E+01,7.916,7.86E+00,3.57E+03,6.79E+02,,,7733,296,3.61,0.3,3.684,1.373,UNK
6749,5726667,3,,1.47343,2.99E-05,131.745,1.41E-02,9.80E-01,4.91E-03,2.894,1.74E-01,1.46E+02,1.40E+01,1.17E+01,5.88,3.18E-01,3.66E+03,6.97E+02,,,7733,296,3.61,0.3,3.684,1.373,UNK
6778,5952457,1,,0.905637,1.18E-05,132.216,2.50E-03,7.01E-01,1.72E+00,1.281,1.92E-01,6.65E+01,1.08E+01,8.63E+00,0.6488,4.31E-01,1.47E+03,1.27E+02,,,4949,156,4.55,0.63,0.741,0.119,AFP
6865,5709664,1,,0.561252,3.49E-06,131.98,8.64E-04,5.00E-01,1.23E+00,2.246,6.34E-01,5.30E+01,2.53E+00,2.84E+01,1.571,2.13E-01,3.82E+03,7.26E+02,,,7437,321,3.99,0.22,2.076,0.769,AFP
6866,5709664,2,,0.561381,1.96E-05,131.778,7.72E-03,9.76E-01,2.56E-02,1.041,4.32E-01,2.02E+01,5.64E+00,3.85E+00,1.194,1.89E-01,3.82E+03,7.26E+02,,,7437,321,3.99,0.22,2.076,0.769,AFP
6867,5709725,1,,86.4948,4.32E-04,181.884,4.02E-03,2.42E-01,1.01E+01,7.234,9.82E-01,9.49E+02,2.73E+01,3.47E+01,2.715,1.90E+00,3.67E+02,1.98E+01,,,5252,117,4.44,0.09,0.898,0.088,PC
6868,5709725,2,,3.70177,7.86E-06,131.729,1.44E-03,9.02E-01,1.66E-01,2.726,2.62E-01,2.75E+02,9.07E+00,3.33E+01,1.803,3.36E-01,1.05E+03,5.65E+01,,,5252,117,4.44,0.09,0.898,0.088,PC
6884,5817243,1,,1.46832,1.49E-05,131.711,4.10E-03,8.46E-03,7.02E+02,4.681,4.63E+00,2.84E+01,3.99E+00,8.29E+00,0.4887,5.82E-01,1.63E+03,3.20E+02,,,5966,160,4.44,0.27,0.918,0.357,NTP
6887,5817553,1,,4.20606,4.67E-06,132.263,7.16E-04,7.00E-01,1.79E-01,6.038,4.74E-02,6.22E+02,1.16E+01,5.65E+01,2.94,1.44E-01,1.27E+03,3.26E+02,,,6289,199,4.39,0.3,1.102,0.56,AFP
6922,5689351,1,,13.7671,2.37E-05,133.512,1.35E-03,5.02E-01,1.78E+00,2.848,1.66E-01,6.73E+02,1.86E+01,3.83E+01,2.001,6.98E-01,5.97E+02,2.35E+01,,,4998,104,4.58,0.05,0.764,0.051,PC
6923,5689351,2,,87.0906,2.86E-04,187.317,2.62E-03,5.26E-01,1.47E+00,6.351,5.06E-01,1.13E+03,3.52E+01,3.20E+01,2.601,8.10E-01,3.23E+02,1.27E+01,,,4998,104,4.58,0.05,0.764,0.051,PC
6924,5689351,3,,8.34818,2.51E-05,136.84,2.22E-03,9.28E-01,7.49E-02,3.017,3.30E-01,3.02E+02,1.37E+01,2.23E+01,1.682,2.05E-01,7.05E+02,2.77E+01,,,4998,104,4.58,0.05,0.764,0.051,PC
6927,5710069,1,,36.258,4.29E-04,146.843,9.84E-03,3.57E-01,2.11E+01,6.054,1.95E+00,4.02E+02,3.16E+01,1.31E+01,1.716,3.24E+00,5.15E+02,9.08E+01,,,5804,160,4.55,0.25,0.85,0.296,PC
6949,5817986,1,,0.584307,0.00E+00,132.014,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,3.20E+03,0.00E+00,-1.00E+00,4.953,0.00E+00,2.05E+03,0.00E+00,,,5783,170,4.54,0.31,0.88,0.392,AFP
6986,5689351,4,,6.19549,1.89E-05,134.714,2.14E-03,5.02E-01,3.06E+00,2.939,1.34E-01,2.64E+02,1.28E+01,2.20E+01,1.253,7.49E-01,7.78E+02,3.06E+01,,,4998,104,4.58,0.05,0.764,0.051,PC
6987,5689351,5,,3.2506,8.42E-06,133.693,1.51E-03,9.00E-01,2.90E-01,2.228,2.99E-01,1.99E+02,1.06E+01,2.17E+01,1.315,4.42E-01,9.65E+02,3.80E+01,,,4998,104,4.58,0.05,0.764,0.051,PC
6996,5728843,1,,0.512207,8.65E-06,131.541,2.04E-03,7.04E-01,2.44E+00,1.458,1.02E+00,2.54E+02,3.00E+01,1.43E+01,1.83,1.08E+00,2.70E+03,5.00E+02,,,6735,224,4.42,0.26,1.069,0.389,UNK
6997,5728843,2,,0.654409,8.56E-06,131.725,1.55E-03,7.00E-01,1.58E+00,0.9247,9.93E-02,5.01E+02,6.56E+01,1.35E+01,2.585,9.84E-01,2.49E+03,4.61E+02,,,6735,224,4.42,0.26,1.069,0.389,AFP
7004,5785279,1,,0.909056,2.96E-05,132.441,7.02E-03,6.90E-01,2.87E+00,1.365,4.31E-01,2.27E+01,8.75E+00,3.48E+00,0.5072,4.78E-01,1.82E+03,3.44E+02,,,5486,164,4.39,0.25,0.996,0.372,PC
7053,5716763,1,,0.640659,3.52E-06,131.866,5.12E-04,3.73E-01,2.32E+00,0.8812,2.64E-02,5.58E+01,2.60E+00,3.20E+01,0.6037,1.21E-01,1.97E+03,4.63E+02,,,5916,155,4.57,0.31,0.788,0.367,AFP
7055,5728843,3,,0.654405,1.24E-05,131.513,1.85E-03,9.00E-01,8.07E-01,0.92,1.95E-01,4.25E+02,7.54E+01,1.14E+01,2.588,1.68E+00,2.49E+03,4.61E+02,,,6735,224,4.42,0.26,1.069,0.389,AFP
7080,5905822,1,,6.99204,3.64E-05,138.052,3.86E-03,2.00E-01,1.41E+01,4.775,1.07E-01,3.27E+01,1.73E+00,1.93E+01,0.8391,5.11E-01,1.19E+03,1.48E+02,,,6057,124,4.14,0.16,1.467,0.359,PC
7167,5696909,1,,0.643008,1.26E-06,131.684,1.35E-04,5.03E-01,5.58E-01,0.5663,1.35E-02,7.63E+02,1.37E+01,8.81E+01,3.046,2.53E-01,2.19E+03,4.57E+02,,,5681,172,4.32,0.26,1.036,0.428,UNK
7278,6057401,1,,0.712883,3.09E-05,131.858,7.17E-03,9.34E-01,5.36E-01,1.782,4.30E+00,5.75E+01,1.78E+01,3.38E+00,1.652,9.85E-01,3.29E+03,1.14E+03,,,7497,306,4.13,0.39,1.83,1.259,AFP
7279,6057401,2,,0.71237,1.52E-01,132.126,2.38E+01,9.72E-01,3.88E+01,0.8033,4.28E+02,1.87E-02,3.69E+01,5.80E-04,0.0317,3.16E+01,3.29E+03,1.16E+03,,,7497,306,4.13,0.39,1.83,1.259,AFP
7280,6057401,3,,0.712878,1.06E-05,131.646,1.64E-03,7.00E-01,1.86E+00,2.448,1.91E+00,3.07E+02,3.26E+01,1.43E+01,3.441,1.38E+00,3.29E+03,1.14E+03,,,7497,306,4.13,0.39,1.83,1.259,AFP
7321,5940490,1,,2.43569,3.60E-05,133.139,9.84E-03,9.81E-01,6.04E-03,4.047,3.44E-01,4.80E+01,4.82E+00,1.04E+01,1.487,8.54E-02,1.83E+03,4.83E+02,,,6324,244,4.1,0.27,1.605,0.839,UNK
7322,5940490,2,,4.87174,3.10E-05,131.665,4.08E-03,7.13E-01,6.69E-01,9.134,8.12E-01,6.22E+01,5.99E+00,1.06E+01,1.358,2.58E-01,1.45E+03,3.83E+02,,,6324,244,4.1,0.27,1.605,0.839,AFP
7327,5962716,1,,1.8046,1.75E-08,132.394,4.73E-06,6.99E-01,5.63E-04,3.589,4.14E-04,1.34E+05,2.77E+01,7.84E+03,46.44,2.95E-02,1.73E+03,3.53E+02,,,6282,202,4.33,0.26,1.118,0.451,UNK
7364,5774557,1,,0.748288,5.57E-06,132.179,1.66E-03,7.07E-01,1.44E+00,2.424,1.54E+00,9.78E+01,7.36E+00,1.78E+01,2.2,7.28E-01,3.35E+03,8.63E+02,,,7262,317,4.01,0.29,2.071,1.051,AFP
7369,5809372,1,,34.6492,1.17E-04,143.045,2.88E-03,9.23E-02,2.22E+01,7.817,5.11E-01,3.20E+02,3.06E+01,1.23E+01,2.368,8.67E-01,7.15E+02,2.06E+02,,,6680,235,4.29,0.33,1.313,0.752,UNK
7383,5940490,3,,4.87179,3.13E-05,134.532,4.26E-03,6.61E-01,7.83E-01,9.377,7.45E-01,6.17E+01,5.26E+00,1.24E+01,1.336,2.40E-01,1.45E+03,3.83E+02,,,6324,244,4.1,0.27,1.605,0.839,AFP
7418,5774557,2,,0.748285,8.08E-06,131.704,2.50E-03,7.00E-01,1.64E+00,2.5,1.89E+00,6.64E+01,7.21E+00,1.31E+01,1.81,6.64E-01,3.35E+03,8.63E+02,,,7262,317,4.01,0.29,2.071,1.051,AFP
7419,5774557,3,,0.834943,9.33E-06,131.806,3.50E-03,6.58E-01,4.07E+00,3.711,9.42E+00,1.30E+02,1.23E+01,1.47E+01,2.512,1.92E+00,3.23E+03,8.32E+02,,,7262,317,4.01,0.29,2.071,1.051,AFP
7420,5774557,4,,0.835207,0.00E+00,132.308,0.00E+00,1.00E-01,0.00E+00,2.5,0.00E+00,7.78E+01,0.00E+00,-1.00E+00,1.853,0.00E+00,3.23E+03,0.00E+00,,,7262,317,4.01,0.29,2.071,1.051,AFP
7510,5981039,1,,0.612727,1.07E-05,132.123,1.82E-03,9.00E-01,1.05E+00,0.793,1.39E-01,2.17E+02,4.31E+01,1.05E+01,4.014,3.22E+00,3.68E+03,9.71E+02,,,7154,310,3.95,0.3,2.32,1.207,AFP
7511,5981039,2,,0.612733,1.36E-05,131.746,3.04E-03,5.12E-01,6.43E+00,1.404,5.99E-01,1.21E+02,2.24E+01,8.12E+00,2.656,2.01E+00,3.68E+03,9.71E+02,,,7154,310,3.95,0.3,2.32,1.207,AFP
7512,5981039,3,,0.612736,5.34E-05,131.995,9.66E-03,1.00E-01,2.24E+02,1.5,2.90E+00,8.42E+01,4.50E+01,4.81E+00,2.161,8.47E+00,3.68E+03,9.71E+02,,,7154,310,3.95,0.3,2.32,1.207,AFP
7521,6059860,1,,6.63154,6.64E-05,132.792,7.01E-03,2.03E-03,1.14E+03,15.24,2.76E+00,4.63E+01,7.09E+00,6.59E+00,0.8709,3.92E-01,1.17E+03,3.48E+02,,,6256,178,4.26,0.31,1.279,0.756,NTP
7539,5775128,1,,1.91321,9.94E-06,131.968,1.90E-03,9.01E-01,5.09E-02,5.461,7.50E-01,1.01E+02,8.98E+00,1.28E+01,1.864,1.04E-01,3.23E+03,3.26E+02,,,11371,423,4.36,0.12,1.626,0.305,AFP
7540,5775128,2,,1.91313,7.88E-06,132.537,1.50E-03,7.00E-01,5.93E-01,5.916,1.29E+00,1.15E+02,7.86E+00,1.67E+01,1.878,1.97E-01,3.23E+03,3.26E+02,,,11371,423,4.36,0.12,1.626,0.305,AFP
7555,5881120,1,,4.85019,3.32E-05,135.316,4.99E-03,7.49E-02,7.62E+01,4.18,1.72E-01,6.08E+01,4.43E+00,1.43E+01,0.7562,9.07E-01,1.10E+03,2.30E+02,,,6032,200,4.49,0.29,0.973,0.402,PC
7557,5897826,1,,33.8048,1.52E-05,134.632,3.78E-04,4.86E-01,1.57E-02,9.92,2.64E-02,1.32E+04,3.14E+01,7.22E+02,21.1,5.83E-02,7.45E+02,8.38E+01,,,5855,115,4,0.17,1.796,0.398,AFP
7558,5897826,2,,0.875194,8.68E-06,131.854,1.69E-03,8.96E-01,2.85E-01,1.225,1.96E-01,3.21E+01,3.87E+00,1.19E+01,1.21,3.24E-01,2.52E+03,2.83E+02,,,5855,115,4,0.17,1.796,0.398,UNK
7579,6041734,1,,24.3395,1.04E-04,136.068,3.82E-03,2.14E-01,1.77E+01,3.231,6.21E-01,7.37E+02,3.75E+01,2.14E+01,2.805,2.16E+00,6.90E+02,1.38E+02,,,6240,229,4.41,0.27,1.025,0.404,PC
7580,6041734,2,,76.5372,6.43E-04,164.153,7.55E-03,4.50E-01,6.25E+00,5.659,1.22E+00,7.31E+02,5.27E+01,1.39E+01,2.841,1.92E+00,4.71E+02,9.44E+01,,,6240,229,4.41,0.27,1.025,0.404,PC
7592,5725202,1,,0.914595,1.07E-05,131.872,4.48E-03,9.96E-01,7.19E-02,1.384,1.15E+00,8.05E+01,7.00E+00,1.05E+01,1.264,3.34E+00,1.53E+03,1.35E+03,,,5129,199,4.54,0.83,0.759,1.335,UNK
7631,7198791,1,,0.566767,2.76E-03,131.736,4.95E-01,7.00E-01,1.78E+01,1.18,9.36E+00,4.32E-01,1.44E+01,4.56E-02,0.0704,1.23E+00,2.30E+03,4.90E+02,,,6108,227,4.47,0.29,0.997,0.419,NTP
7770,7280953,1,,0.566802,5.98E-06,131.706,8.66E-04,5.00E-01,1.67E+00,1.216,1.26E-01,4.68E+01,3.59E+00,2.02E+01,0.36,9.66E-02,1.14E+03,9.58E+01,,,3731,129,4.73,0.08,0.514,0.079,NTP
7830,7220508,1,,469.681,1.32E-02,239.193,1.63E-02,3.32E-01,2.44E+01,10.05,2.97E+00,2.99E+02,5.29E+01,6.10E+00,1.947,4.04E+00,2.49E+02,4.61E+01,,,5763,166,4.33,0.23,1.124,0.411,UNK
7832,7221584,1,,1.10613,1.10E-05,131.764,2.86E-03,8.95E-01,3.22E-01,3.213,3.00E+00,2.15E+01,2.16E+00,1.11E+01,0.813,2.01E-01,2.37E+03,6.62E+02,,,6564,222,4.18,0.31,1.509,0.837,NTP
7847,6949607,1,,5.91227,6.23E-06,136.71,7.70E-04,5.02E-01,1.21E+00,2.428,1.02E-01,9.60E+02,1.66E+01,6.53E+01,2.168,5.63E-01,7.10E+02,2.57E+01,,,4640,93,4.62,0.04,0.696,0.042,PC
7848,6949607,2,,8.98581,1.72E-05,139.743,1.56E-03,9.30E-01,1.61E-02,3.367,1.27E-01,8.11E+02,1.84E+01,4.82E+01,2.553,8.36E-02,6.17E+02,2.24E+01,,,4640,93,4.62,0.04,0.696,0.042,PC
7863,7035099,1,,1.1588,1.22E-05,132.468,1.78E-03,9.00E-01,1.42E-01,2.878,6.75E-01,1.71E+02,2.14E+01,8.70E+00,3.023,4.19E-01,2.92E+03,7.94E+02,,,7473,300,4.05,0.31,1.971,1.061,AFP
7864,7035099,2,,1.15891,1.51E-05,131.813,7.23E-03,9.73E-01,6.81E-03,2.477,1.53E-01,2.08E+02,1.95E+01,1.30E+01,3.685,2.00E-01,2.92E+03,7.94E+02,,,7473,300,4.05,0.31,1.971,1.061,AFP
7876,7116043,1,,0.566829,7.75E-06,131.774,1.31E-03,7.08E-01,9.39E-01,1.342,2.99E-01,6.88E+01,7.39E+00,1.56E+01,1.009,3.26E-01,2.29E+03,4.30E+02,,,5576,181,4.3,0.23,1.132,0.419,NTP
