rowid,kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
7893,7221584,2,,1.1771,1.04E-05,132.396,2.80E-03,8.65E-02,5.03E+01,3.434,2.10E+00,2.80E+01,3.41E+00,1.12E+01,0.804,6.57E-01,2.32E+03,6.49E+02,,,6564,222,4.18,0.31,1.509,0.837,NTP
8017,7256914,1,,2.4175,1.65E-05,133.809,4.17E-03,5.34E-01,2.61E+00,4.305,5.48E-01,6.01E+01,4.33E+00,1.50E+01,0.6801,2.94E-01,1.26E+03,2.68E+02,,,5770,150,4.55,0.29,0.853,0.359,PC
8018,7256914,2,,4.03367,3.97E-05,134.217,6.93E-03,6.74E-01,1.85E+00,5.229,4.43E-01,6.20E+01,5.53E+00,1.19E+01,0.7116,3.57E-01,1.07E+03,2.26E+02,,,5770,150,4.55,0.29,0.853,0.359,PC
8026,7287415,1,,3.01618,8.43E-06,133.883,1.80E-03,9.56E-01,2.16E-02,2.94,1.40E-01,2.58E+02,1.02E+01,3.02E+01,2.036,1.02E-01,1.31E+03,2.87E+02,,,6043,197,4.46,0.3,0.999,0.434,PC
8048,7031767,1,,0.566754,1.12E-05,131.87,3.10E-03,3.64E-01,8.06E+00,2.111,1.90E+00,2.56E+01,3.56E+00,1.02E+01,0.4626,3.68E-01,2.07E+03,4.26E+02,,,5674,154,4.51,0.29,0.911,0.371,NTP
8144,7259298,1,,3.2394,1.37E-05,133.985,2.66E-03,1.60E-01,2.89E+01,2.512,9.49E-02,7.37E+01,5.01E+00,1.72E+01,0.7401,6.93E-01,1.21E+03,2.54E+02,,,6075,168,4.54,0.3,0.858,0.356,PC
8145,7264671,1,,445.443,1.16E-02,387.482,1.37E-02,2.24E-02,1.60E+02,15.46,2.09E+00,4.62E+02,1.14E+02,4.18E+00,1.522,1.39E+00,1.94E+02,2.07E+01,,,5183,150,4.56,0.44,0.723,0.149,UNK
8176,7053456,1,,2.23523,1.39E-05,131.73,1.86E-03,1.30E-01,2.99E+01,6.152,2.63E+00,1.43E+02,3.08E+01,7.08E+00,2.048,1.34E+00,2.08E+03,6.74E+02,,,7056,272,4.15,0.37,1.693,1.091,NTP
8275,6946465,1,,0.566823,2.05E-04,131.768,1.52E-01,6.07E-01,9.64E+01,3.413,3.10E+02,7.93E-01,1.89E+00,5.43E-01,0.1533,2.41E+00,3.18E+03,9.83E+02,,,6888,278,4.15,0.35,1.638,1.005,NTP
8289,7031992,1,,0.566749,1.75E-05,131.867,3.48E-03,4.35E-01,8.87E+00,1.366,7.15E-01,5.11E+01,1.10E+01,6.83E+00,0.6194,6.44E-01,2.06E+03,4.29E+02,,,5804,169,4.55,0.29,0.85,0.351,NTP
8316,7183123,1,,3.15309,2.48E-05,134.223,4.39E-03,5.65E-01,6.18E-01,7.205,4.86E-01,1.37E+01,1.49E+00,9.35E+00,1.243,1.29E-01,2.82E+03,4.79E+02,,,8220,331,3.73,0.27,3.214,1.061,UNK
8320,7200092,1,,2.87837,4.71E-05,132.171,1.00E-02,5.07E-01,1.57E+00,8.274,1.66E+00,9.05E+00,1.13E+00,7.91E+00,0.6279,1.16E-01,2.18E+03,7.18E+02,,,7670,302,4.09,0.38,2.009,1.314,NTP
8373,7117413,1,,0.56678,3.71E-04,131.811,7.36E-02,7.00E-01,6.24E+00,1.367,2.89E+00,1.77E+00,8.09E+00,3.27E-01,0.1187,3.61E-01,1.97E+03,4.05E+02,,,5588,167,4.56,0.28,0.832,0.338,NTP
8374,7117436,1,,0.566821,0.00E+00,131.776,0.00E+00,1.00E-01,0.00E+00,2,0.00E+00,1.06E+03,0.00E+00,-1.00E+00,3.317,0.00E+00,2.33E+03,0.00E+00,,,6140,209,4.45,0.31,1.02,0.479,NTP
8379,7183123,2,,6.3049,5.41E-05,136.631,6.11E-03,5.29E-01,8.85E-01,11.76,6.07E-01,1.90E+01,1.99E+00,9.66E+00,1.457,1.81E-01,2.24E+03,3.80E+02,,,8220,331,3.73,0.27,3.214,1.061,AFP
8380,7183123,3,,6.29734,7.43E-05,133.127,7.23E-03,2.59E-02,1.30E+02,15.2,4.80E+00,2.01E+01,2.20E+00,1.00E+01,1.453,8.44E-01,2.24E+03,3.80E+02,,,8220,331,3.73,0.27,3.214,1.061,AFP
8386,7215678,1,,1.15124,2.52E-06,132.646,4.19E-04,9.00E-01,1.93E-01,0.97,8.68E-02,2.45E+02,9.12E+00,3.90E+01,1.711,2.93E-01,1.76E+03,3.61E+02,,,6086,187,4.51,0.3,0.921,0.374,PC
8387,7215678,2,,4.59948,6.07E-05,135.827,9.01E-03,1.29E-02,4.26E+02,14.66,1.28E+01,6.57E+01,7.88E+00,8.64E+00,0.7458,8.19E-01,1.11E+03,2.27E+02,,,6086,187,4.51,0.3,0.921,0.374,AFP
8388,7215678,3,,4.5998,5.88E-05,133.534,9.17E-03,4.31E-01,4.76E+00,14.33,6.70E+00,6.30E+01,7.18E+00,9.56E+00,0.7456,3.76E-01,1.11E+03,2.27E+02,,,6086,187,4.51,0.3,0.921,0.374,AFP
8424,7093401,1,,34.0843,4.10E-05,152.067,1.10E-03,1.28E-01,9.91E+00,1.044,1.38E-01,3.44E+03,1.15E+02,3.50E+01,5.336,1.90E+00,5.06E+02,2.21E+02,,,5252,184,4.43,0.5,0.922,0.803,PC
8447,7216690,1,,1.60746,1.54E-05,132.121,4.31E-03,8.17E-03,5.33E+02,7.1,1.01E+01,2.63E+01,2.35E+00,1.22E+01,0.6335,5.43E-01,1.85E+03,4.91E+02,,,6230,190,4.27,0.28,1.234,0.65,AFP
8448,7216690,2,,1.6074,1.74E-05,132.768,5.01E-03,7.00E-01,8.18E-01,3.628,6.65E-01,1.91E+01,2.51E+00,9.39E+00,0.5767,1.29E-01,1.85E+03,4.91E+02,,,6230,190,4.27,0.28,1.234,0.65,AFP
8495,7117541,1,,1.58569,5.62E-08,132.006,1.75E-05,9.01E-01,6.95E-03,3.208,1.31E-03,5.42E+04,3.66E+01,2.25E+03,33.44,4.81E-01,1.65E+03,3.37E+02,,,6117,229,4.46,0.28,1.025,0.412,UNK
8496,7117541,2,,0.792841,0.00E+00,132.006,0.00E+00,1.00E-01,0.00E+00,2.5,0.00E+00,9.44E+03,0.00E+00,-1.00E+00,9.959,0.00E+00,2.08E+03,0.00E+00,,,6117,229,4.46,0.28,1.025,0.412,UNK
8515,7270159,1,,444.464,6.00E-03,523.629,8.44E-03,2.14E-01,4.97E+00,10.09,2.62E-01,1.49E+02,3.51E+01,5.29E+00,99.87,4.20E+01,1.37E+03,1.49E+02,,,3833,102,0.75,0.03,87.14,18.4,NTP
8518,7283604,1,,6.00983,5.65E-05,133.439,6.81E-03,5.04E-01,2.45E+00,11.59,1.26E+00,6.83E+01,7.26E+00,9.47E+00,0.8368,2.52E-01,1.12E+03,2.15E+02,,,6481,205,4.44,0.27,0.979,0.371,AFP
8519,7283604,2,,6.01073,1.83E-04,134.484,2.53E-02,9.85E-01,3.21E-03,9.225,3.45E-01,8.54E+01,8.58E+00,1.11E+01,1.218,6.88E-02,1.12E+03,2.15E+02,,,6481,205,4.44,0.27,0.979,0.371,AFP
8540,7030996,1,,0.566808,0.00E+00,131.78,0.00E+00,1.00E-01,0.00E+00,2,0.00E+00,8.00E+02,0.00E+00,-1.00E+00,2.939,0.00E+00,2.42E+03,0.00E+00,,,6341,203,4.45,0.3,1.033,0.457,NTP
8558,7117585,1,,0.566813,0.00E+00,131.77,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,1.61E+03,0.00E+00,-1.00E+00,4.416,0.00E+00,2.34E+03,0.00E+00,,,5792,168,4.33,0.23,1.107,0.4,NTP
8573,7271007,1,,4.95997,2.62E-05,132.862,3.47E-03,4.89E-01,1.64E+00,6.103,1.86E-01,3.83E+01,3.62E+00,1.09E+01,1.167,2.23E-01,1.60E+03,3.60E+02,,,6726,274,4.05,0.26,1.826,0.809,AFP
8574,7271007,2,,4.95963,3.39E-05,131.605,4.57E-03,1.63E-01,1.58E+01,11.53,2.61E+00,3.33E+01,3.76E+00,1.02E+01,1.065,5.03E-01,1.60E+03,3.60E+02,,,6726,274,4.05,0.26,1.826,0.809,AFP
8575,7271007,3,,4.96098,4.04E-05,135.452,4.96E-03,6.91E-01,6.56E-01,6.549,2.73E-01,3.20E+01,3.20E+00,1.08E+01,1.104,1.76E-01,1.60E+03,3.60E+02,,,6726,274,4.05,0.26,1.826,0.809,AFP
8615,6715997,1,,15.0817,1.97E-04,141.737,1.06E-02,3.92E-01,9.72E+00,3.515,3.53E-01,9.45E+01,1.32E+01,7.41E+00,0.9943,9.77E-01,7.58E+02,1.38E+02,,,5794,163,4.38,0.24,1.012,0.365,UNK
8660,6587105,1,,33.8788,1.71E-04,160.214,4.04E-03,4.72E-01,7.40E+00,5.495,1.37E+00,6.80E+02,2.58E+01,2.65E+01,2.345,2.43E+00,5.25E+02,1.09E+02,,,5717,162,4.54,0.3,0.884,0.365,PC
8691,6804821,1,,0.5575,6.74E-06,131.541,1.81E-03,6.05E-01,7.32E-01,1.926,4.25E-01,1.02E+01,8.96E-01,1.61E+01,1.184,1.52E-01,4.90E+03,8.39E+02,,,7698,304,3.66,0.27,3.526,1.175,UNK
8725,6607150,1,,714.264,6.14E-03,162.114,8.09E-03,1.22E-01,4.31E+01,14.77,2.19E+00,2.32E+02,6.34E+01,4.12E+00,1.488,1.58E+00,2.10E+02,4.22E+01,,,6032,168,4.46,0.28,0.978,0.389,UNK
8748,6804821,2,,0.59329,1.08E-05,132.091,4.26E-03,9.84E-03,5.42E+02,3.391,1.00E+01,8.47E+00,1.23E+00,9.85E+00,1.037,9.71E-01,4.80E+03,8.22E+02,,,7698,304,3.66,0.27,3.526,1.175,UNK
8784,6607150,2,,556.614,2.77E-03,401.029,3.97E-03,3.42E-03,1.64E+03,9.046,1.55E+00,3.35E+02,5.48E+01,6.33E+00,1.784,1.99E+00,2.28E+02,4.59E+01,,,6032,168,4.46,0.28,0.978,0.389,UNK
8846,6607357,1,,7.69984,4.97E-05,134.403,5.00E-03,2.21E-01,1.92E+01,4.18,1.71E-01,7.04E+01,4.60E+00,1.58E+01,0.9207,9.37E-01,9.70E+02,8.22E+01,,,5727,113,4.33,0.12,1.104,0.182,AFP
8847,6607357,2,,4.77464,3.46E-05,135.165,5.19E-03,3.29E-01,7.32E+00,3.717,1.65E-01,4.73E+01,3.89E+00,1.27E+01,0.7605,4.72E-01,1.14E+03,9.64E+01,,,5727,113,4.33,0.12,1.104,0.182,PC
8865,6762992,1,,0.695378,4.90E-05,131.514,1.20E-02,8.24E-01,3.96E+00,2.688,1.92E+01,7.67E+01,4.80E+01,2.10E+00,3.333,6.22E+00,4.48E+03,8.38E+02,,,7666,302,3.67,0.29,3.404,1.244,UNK
8866,6762992,2,,0.562156,2.56E-05,131.674,3.97E-03,2.10E-01,4.58E+01,1.421,1.20E+00,2.29E+02,7.64E+01,4.88E+00,5.206,9.95E+00,4.81E+03,9.00E+02,,,7666,302,3.67,0.29,3.404,1.244,AFP
8867,6762992,3,,0.562148,9.40E-06,131.841,9.36E-04,3.00E-01,9.01E+00,0.6341,9.22E-02,8.52E+02,1.09E+02,1.36E+01,10.3,5.83E+00,4.81E+03,9.00E+02,,,7666,302,3.67,0.29,3.404,1.244,AFP
8970,6610219,1,,5.6505,2.33E-07,134.785,3.17E-05,5.03E-01,1.12E-02,6.938,2.21E-03,3.80E+05,1.56E+02,3.60E+04,78.07,6.54E-01,1.16E+03,3.41E+02,,,6228,193,4.37,0.33,1.138,0.667,UNK
8996,6806724,1,,0.522728,2.70E-01,131.978,9.46E+01,8.47E-01,3.65E+02,1.921,1.91E+03,8.00E-03,2.17E+01,5.22E-04,0.02064,2.86E+01,3.51E+03,9.05E+02,,,6616,259,3.96,0.28,2.045,0.768,UNK
9044,6700870,1,,2.36359,1.34E-05,132.739,3.09E-03,9.00E-01,8.73E-02,6.787,1.73E+00,4.68E+01,3.85E+00,1.30E+01,1.072,9.21E-02,1.71E+03,5.69E+02,,,6438,211,4.26,0.36,1.34,0.887,AFP
9045,6700870,2,,2.36351,2.56E-05,133.546,8.70E-03,9.67E-01,2.87E-03,5.152,1.62E-01,6.69E+01,4.67E+00,1.53E+01,1.402,4.99E-02,1.71E+03,5.69E+02,,,6438,211,4.26,0.36,1.34,0.887,AFP
9106,6721523,1,,2.58275,3.34E-05,133.745,9.51E-03,9.98E-01,2.13E-02,2.951,7.36E-01,4.85E+01,4.22E+00,1.23E+01,2.499,2.72E+00,2.03E+03,4.54E+02,,,6705,235,4.01,0.26,1.952,0.863,NTP
9107,6721523,2,,0.803917,1.97E-04,131.997,5.27E-02,9.52E-01,1.17E+00,1.796,1.85E+01,1.12E+00,2.56E+00,5.33E-01,0.2552,5.43E-01,2.99E+03,6.69E+02,,,6705,235,4.01,0.26,1.952,0.863,AFP
9108,6721523,3,,0.804006,8.83E-06,132.203,2.21E-03,7.13E-01,5.89E-01,2.314,5.34E-01,2.47E+01,2.80E+00,1.17E+01,1.042,1.66E-01,2.99E+03,6.69E+02,,,6705,235,4.01,0.26,1.952,0.863,AFP
9143,6528744,1,,509.117,9.90E-03,254.755,1.24E-02,7.99E-01,1.13E+00,6.041,8.60E-01,2.01E+02,4.76E+01,8.07E+00,98.72,7.72E+01,1.29E+03,1.40E+02,,,4008,106,0.77,0.03,61.59,13.04,UNK
9169,6721523,4,,0.804029,0.00E+00,131.662,0.00E+00,1.00E-01,0.00E+00,2.5,0.00E+00,1.65E+02,0.00E+00,-1.00E+00,2.528,0.00E+00,2.99E+03,0.00E+00,,,6705,235,4.01,0.26,1.952,0.863,AFP
9180,6789950,1,,1.23448,2.79E-05,131.77,1.16E-02,8.15E-03,5.41E+02,9.398,4.07E+01,1.04E+01,1.26E+00,1.03E+01,0.7158,5.15E-01,3.02E+03,8.60E+02,,,7670,299,4.02,0.33,2.193,1.236,UNK
9209,6548709,1,,2.4737,4.91E-05,133.69,1.29E-02,9.01E-01,2.63E-01,8.034,8.84E+00,1.61E+01,1.34E+00,1.23E+01,1.028,1.98E-01,2.51E+03,5.51E+02,,,8022,315,4.01,0.27,2.202,0.951,UNK
9210,6548709,2,,0.636766,1.80E-05,131.876,4.48E-03,2.99E-01,1.42E+01,1.803,1.21E+00,1.42E+01,3.30E+00,6.04E+00,0.8489,6.74E-01,3.95E+03,8.66E+02,,,8022,315,4.01,0.27,2.202,0.951,UNK
9249,6877311,1,,0.746667,9.04E-06,132.104,2.92E-03,1.32E-01,4.33E+01,2.542,2.82E+00,7.71E+01,9.39E+00,1.11E+01,0.6378,1.01E+00,1.61E+03,1.53E+02,,,5069,195,4.55,0.13,0.744,0.129,UNK
9262,6522735,1,,2.53642,2.09E-05,132.27,4.27E-03,4.93E-01,2.63E+00,7.937,2.76E+00,4.55E+01,4.77E+00,9.99E+00,1.21,3.47E-01,2.06E+03,5.51E+02,,,7166,302,4.11,0.3,1.73,0.913,NTP
9321,6522735,2,,1.90241,2.01E-05,131.627,4.79E-03,3.01E-01,9.07E+00,5.405,2.28E+00,3.94E+01,4.96E+00,9.58E+00,1.108,5.64E-01,2.27E+03,6.06E+02,,,7166,302,4.11,0.3,1.73,0.913,UNK
9322,6522735,3,,0.634121,1.16E-05,131.633,3.04E-03,1.91E-01,2.71E+01,2.578,3.91E+00,3.17E+01,5.14E+00,1.06E+01,0.9894,8.99E-01,3.27E+03,8.75E+02,,,7166,302,4.11,0.3,1.73,0.913,UNK
9331,6579643,1,,0.732742,5.23E-05,131.868,1.55E-02,5.89E-02,6.27E+02,2.028,9.07E+00,4.54E+01,3.87E+01,1.88E+00,1.959,1.27E+01,3.89E+03,9.26E+02,,,7025,296,3.7,0.42,2.872,1.344,AFP
9332,6579643,2,,0.736788,2.25E-05,131.942,7.86E-03,4.57E-02,3.03E+02,2.701,7.84E+00,1.25E+02,3.98E+01,4.75E+00,3.243,7.92E+00,3.89E+03,9.24E+02,,,7025,296,3.7,0.42,2.872,1.344,AFP
9333,6579643,3,,0.736779,2.40E-05,131.585,9.59E-03,5.00E-01,2.42E+01,3.571,2.86E+01,1.21E+02,3.60E+01,5.66E+00,3.277,9.00E+00,3.89E+03,9.24E+02,,,7025,296,3.7,0.42,2.872,1.344,AFP
9346,6691169,1,,63.0943,1.36E-03,158.114,1.82E-02,6.15E-01,4.04E+00,8.099,1.98E+00,4.30E+02,4.48E+01,9.56E+00,2.886,2.14E+00,5.73E+02,1.70E+02,,,6622,334,4.33,0.34,1.325,0.773,PC
9352,6707835,1,,22.2482,3.46E-05,151.888,1.29E-03,9.30E-03,1.87E+02,3.873,2.65E-01,6.34E+02,1.08E+01,6.56E+01,2.331,1.00E+00,6.10E+02,5.80E+01,,,5629,118,4.5,0.16,0.943,0.175,PC
9374,6878240,1,,135.498,3.24E-04,233.693,2.08E-03,7.96E-01,3.76E-02,6.654,1.76E-01,5.10E+03,8.15E+01,6.82E+01,6.021,1.42E-01,2.95E+02,1.37E+01,,,5307,109,4.57,0.06,0.757,0.063,PC
9375,6878240,2,,22.2509,1.22E-04,149.432,4.44E-03,4.40E-01,7.72E+00,1.683,3.66E-01,6.57E+02,6.11E+01,1.19E+01,1.959,2.09E+00,5.40E+02,2.50E+01,,,5307,109,4.57,0.06,0.757,0.063,PC
9431,6864885,1,,40.8791,3.58E-04,163.413,6.84E-03,6.80E-01,1.28E+00,7.097,9.39E-01,5.80E+02,2.98E+01,1.96E+01,2.397,8.19E-01,5.27E+02,1.10E+02,,,5930,194,4.49,0.29,0.937,0.385,AFP
9432,6864885,2,,40.8775,3.31E-04,158.308,7.25E-03,5.68E-01,2.51E+00,7.845,1.06E+00,6.08E+02,2.89E+01,2.08E+01,2.395,1.07E+00,5.27E+02,1.10E+02,,,5930,194,4.49,0.29,0.937,0.385,AFP
9447,6535166,1,,0.565103,1.29E-05,131.918,3.18E-03,5.00E-01,3.96E+00,1.966,1.38E+00,3.09E+01,5.40E+00,8.11E+00,0.4399,2.64E-01,1.93E+03,3.48E+02,,,5600,155,4.59,0.22,0.773,0.275,UNK
9452,6584273,1,,51.1108,3.43E-04,143.779,5.56E-03,7.32E-01,7.02E-01,7.915,6.75E-01,3.81E+02,1.73E+01,2.24E+01,1.855,4.19E-01,4.79E+02,8.74E+01,,,5968,165,4.53,0.27,0.881,0.318,PC
9561,6523587,1,,511.56,9.69E-03,359.903,1.03E-02,7.20E-01,7.97E-01,13.42,9.01E-01,2.08E+02,4.38E+01,4.97E+00,2.18,5.42E-01,3.03E+02,9.25E+01,,,6759,227,4.25,0.34,1.406,0.852,UNK
9583,6670373,1,,1.56186,6.12E-06,131.864,1.25E-03,7.00E-01,7.22E-01,4.263,7.79E-01,2.12E+02,1.46E+01,1.77E+01,2.295,4.11E-01,2.13E+03,5.22E+02,,,6620,223,4.16,0.27,1.471,0.714,UNK
9584,6670373,2,,0.520632,0.00E+00,131.536,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,1.67E+03,0.00E+00,-1.00E+00,6.07,0.00E+00,3.08E+03,0.00E+00,,,6620,223,4.16,0.27,1.471,0.714,UNK
9591,7988343,1,,0.58023,7.15E-06,131.717,1.26E-03,9.80E-01,1.13E-02,1.21,6.51E-02,4.57E+02,4.32E+01,1.60E+01,5.403,9.24E-01,3.13E+03,6.79E+02,,,6306,319,3.98,0.32,1.8,0.759,AFP
9592,7988343,2,,0.581881,0.00E+00,131.705,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,3.65E+03,0.00E+00,-1.00E+00,10.96,0.00E+00,3.13E+03,0.00E+00,,,6306,319,3.98,0.32,1.8,0.759,AFP
9607,8094140,1,,0.706419,9.55E-08,132.152,1.44E-05,3.02E-01,9.96E-03,1.638,2.88E-03,2.84E+05,4.45E+02,1.48E+03,39.6,9.20E-02,1.42E+03,7.82E+01,,,4429,174,4.57,0.04,0.737,0.057,AFP
9608,8094140,2,,0.706425,0.00E+00,131.792,0.00E+00,1.00E-01,0.00E+00,1.5,0.00E+00,2.08E+04,0.00E+00,-1.00E+00,10.18,0.00E+00,1.42E+03,0.00E+00,,,4429,174,4.57,0.04,0.737,0.057,AFP
9618,8156120,1,,38.5844,3.31E-05,136.246,6.81E-04,6.08E-01,5.13E-02,10.53,5.90E-02,1.34E+03,1.84E+01,7.85E+01,7.361,1.03E-01,7.61E+02,1.14E+02,,,6273,145,4.04,0.2,1.927,0.571,PC
9640,7914906,1,,8.75292,1.15E-06,138.725,1.06E-04,9.99E-01,2.20E-02,3.408,3.57E-03,4.17E+04,1.00E+02,5.61E+02,91.23,4.50E+00,1.64E+03,2.85E+02,,,7279,322,3.86,0.23,2.624,0.884,AFP
9641,7914906,2,,8.75284,5.61E-05,138.484,1.54E-02,5.00E-01,5.11E+00,5.504,7.03E-01,4.89E+02,6.48E+01,8.42E+00,6.022,3.35E+00,1.64E+03,2.85E+02,,,7279,322,3.86,0.23,2.624,0.884,AFP
9642,7914906,3,,1.16422,2.24E-05,131.567,3.67E-03,6.38E-01,2.68E+00,3.675,2.68E+00,7.64E+01,1.65E+01,5.03E+00,2.429,1.16E+00,3.20E+03,5.58E+02,,,7279,322,3.86,0.23,2.624,0.884,UNK
9643,7914906,4,,1.74617,0.00E+00,131.664,0.00E+00,1.00E-01,0.00E+00,6,0.00E+00,1.13E+02,0.00E+00,-1.00E+00,2.821,0.00E+00,2.80E+03,0.00E+00,,,7279,322,3.86,0.23,2.624,0.884,UNK
9653,7988962,1,,0.604527,1.82E-05,131.89,3.67E-03,4.99E-02,2.94E+02,1.62,2.59E+00,7.02E+01,1.70E+01,6.97E+00,0.856,2.57E+00,2.27E+03,5.07E+02,,,6126,235,4.46,0.3,1.021,0.448,AFP
9654,7988962,2,,0.604482,1.11E-05,131.644,3.85E-03,8.94E-01,9.58E-01,1.877,5.32E+00,8.06E+01,1.24E+01,1.03E+01,1.075,8.61E-01,2.27E+03,5.07E+02,,,6126,235,4.46,0.3,1.021,0.448,AFP
9686,7819024,1,,0.54546,8.56E-06,131.932,1.17E-03,8.97E-02,3.24E+01,2.006,1.26E+00,7.95E+01,8.81E+00,1.25E+01,1.65,8.62E-01,3.77E+03,9.78E+02,,,7758,301,4.1,0.3,1.832,0.939,AFP
9687,7819024,2,,0.545565,1.25E-05,131.734,3.10E-03,9.48E-02,6.81E+01,2.071,3.10E+00,8.48E+01,1.45E+01,6.92E+00,1.705,1.97E+00,3.77E+03,9.78E+02,,,7758,301,4.1,0.3,1.832,0.939,AFP
9688,7819024,3,,0.79616,0.00E+00,131.62,0.00E+00,1.00E-01,0.00E+00,3,0.00E+00,3.47E+02,0.00E+00,-1.00E+00,3.447,0.00E+00,3.33E+03,0.00E+00,,,7758,301,4.1,0.3,1.832,0.939,UNK
9724,8058082,1,,5.178,7.26E-05,136.643,1.06E-02,9.75E-01,1.54E-02,6.052,2.17E-01,6.73E+01,7.30E+00,9.50E+00,2.378,1.88E-01,1.60E+03,3.84E+02,,,6032,192,3.81,0.46,2.202,1.049,AFP
9725,8058082,2,,2.59124,2.51E-05,131.668,5.71E-03,2.67E-03,1.28E+03,8.791,5.58E+00,5.02E+01,4.86E+00,1.08E+01,1.558,1.07E+00,2.01E+03,4.83E+02,,,6032,192,3.81,0.46,2.202,1.049,UNK
9726,8058082,3,,5.17908,8.58E-05,135.607,1.06E-02,2.20E-01,1.86E+01,12.59,5.10E+00,5.39E+01,6.75E+00,9.28E+00,1.623,1.40E+00,1.60E+03,3.84E+02,,,6032,192,3.81,0.46,2.202,1.049,AFP
9754,7898445,1,,1.06897,1.58E-05,131.918,4.21E-03,6.71E-01,9.40E-01,3.433,1.21E+00,1.91E+01,2.93E+00,7.47E+00,0.734,1.54E-01,2.52E+03,8.04E+02,,,6853,258,4.18,0.36,1.577,0.999,UNK
9755,7898445,2,,0.712734,1.15E-05,131.705,2.35E-03,9.10E-01,4.68E-01,1.497,1.31E+00,3.06E+01,4.94E+00,9.54E+00,1.025,4.17E-01,2.88E+03,9.20E+02,,,6853,258,4.18,0.36,1.577,0.999,UNK
9812,7838908,1,,0.681627,0.00E+00,131.829,0.00E+00,1.00E-01,0.00E+00,2.5,0.00E+00,1.80E+02,0.00E+00,-1.00E+00,4.115,0.00E+00,4.38E+03,0.00E+00,,,7814,305,3.75,0.27,3.029,0.972,AFP
9813,7838908,2,,0.681632,1.25E-05,132.162,3.98E-03,5.56E-02,1.34E+02,2.559,4.15E+00,1.75E+02,2.63E+01,1.02E+01,4.053,5.29E+00,4.38E+03,7.24E+02,,,7814,305,3.75,0.27,3.029,0.972,AFP
9857,8128067,1,,12.4296,6.61E-05,133.771,4.36E-03,3.95E-01,7.88E+00,4.643,9.18E-01,7.82E+02,5.58E+01,1.41E+01,2.147,1.87E+00,6.75E+02,1.22E+02,,,5487,185,4.58,0.2,0.763,0.271,AFP
9917,8128067,2,,12.4296,6.42E-05,140.237,4.17E-03,3.53E-01,1.44E+01,2.191,6.16E-01,6.59E+02,5.78E+01,1.16E+01,1.966,2.69E+00,6.75E+02,1.22E+02,,,5487,185,4.58,0.2,0.763,0.271,AFP
9994,7840642,1,,1.20581,3.24E-05,132.25,1.82E-02,9.98E-01,2.72E-02,1.457,6.09E-01,4.26E+01,5.74E+00,8.50E+00,1.886,2.81E+00,2.40E+03,7.10E+02,,,6792,283,4.17,0.33,1.561,0.914,AFP
10036,8121328,1,,19.0697,2.32E-04,145.71,9.84E-03,7.27E-01,1.29E+00,9.049,7.19E-01,1.66E+02,1.12E+01,1.56E+01,1.235,5.89E-01,6.28E+02,2.27E+02,,,5418,177,4.44,0.44,0.889,0.641,PC
10052,7840642,2,,1.20587,1.29E-05,131.619,3.57E-03,8.69E-01,2.75E-01,4.422,3.62E+00,4.37E+01,3.29E+00,1.35E+01,1.176,1.94E-01,2.40E+03,7.10E+02,,,6792,283,4.17,0.33,1.561,0.914,AFP
10053,7841514,1,,0.860675,5.11E-06,132.063,1.56E-03,6.99E-01,9.63E-01,2.363,6.76E-01,8.35E+01,5.42E+00,2.01E+01,1.18,3.06E-01,2.23E+03,7.62E+02,,,6234,239,4.32,0.36,1.207,0.819,AFP
10054,7841514,2,,0.860711,8.45E-06,132.356,2.20E-03,2.39E-01,1.69E+01,1.869,5.94E-01,5.52E+01,6.32E+00,1.23E+01,0.9035,7.76E-01,2.23E+03,7.62E+02,,,6234,239,4.32,0.36,1.207,0.819,AFP
10102,8166299,1,,1.17619,1.31E-05,131.61,3.08E-03,1.89E-01,3.70E+01,1.508,2.55E-01,2.09E+01,3.71E+00,7.76E+00,0.7603,9.86E-01,2.47E+03,8.19E+02,,,6877,323,4.17,0.38,1.639,1.076,UNK
10152,8123127,1,,0.676112,1.67E-05,132.043,1.44E-03,3.43E-01,3.77E+00,1.804,3.35E-01,3.63E+01,8.55E+00,5.43E+00,1.733,4.48E-01,4.13E+03,8.99E+02,,,7379,297,3.73,0.37,2.803,1.199,UNK
10153,8123127,2,,4.93664,1.87E-05,136.04,2.03E-03,5.00E-01,1.38E+00,9.185,3.08E-01,2.53E+02,3.34E+01,7.33E+00,4.623,8.11E-01,2.13E+03,4.64E+02,,,7379,297,3.73,0.37,2.803,1.199,UNK
10159,8145789,1,,0.835312,7.82E-08,131.959,2.13E-05,9.10E-01,3.63E-03,2.161,1.39E-03,1.56E+04,1.95E+01,1.08E+03,11.58,1.37E-01,1.49E+03,2.04E+03,,,5009,151,4.58,1.02,0.69,1.885,UNK
